#Sp1	#Sp2	#Cor	#type
ESV_4	ESV_35	0.5464	1
ESV_4	ESV_40	0.5147	1
ESV_4	ESV_48	0.5083	1
ESV_4	ESV_61	0.6289	1
ESV_4	ESV_65	0.5436	1
ESV_4	ESV_72	0.6559	1
ESV_4	ESV_76	0.5286	1
ESV_4	ESV_81	0.5355	1
ESV_4	ESV_87	0.5372	1
ESV_4	ESV_90	0.5777	1
ESV_4	ESV_128	0.5937	1
ESV_4	ESV_129	0.6104	1
ESV_4	ESV_133	0.6873	1
ESV_4	ESV_149	0.5202	1
ESV_4	ESV_152	0.5399	1
ESV_4	ESV_154	0.5187	1
ESV_4	ESV_159	0.5922	1
ESV_4	ESV_172	0.5679	1
ESV_4	ESV_181	0.597	1
ESV_4	ESV_183	0.6048	1
ESV_4	ESV_184	0.5456	1
ESV_4	ESV_187	0.5535	1
ESV_4	ESV_194	0.627	1
ESV_4	ESV_216	0.5387	1
ESV_4	ESV_232	0.4986	1
ESV_4	ESV_238	0.6211	1
ESV_4	ESV_247	0.5315	1
ESV_4	ESV_289	0.4732	1
ESV_4	ESV_297	0.4702	1
ESV_4	ESV_302	0.5281	1
ESV_4	ESV_304	0.536	1
ESV_4	ESV_305	0.4674	1
ESV_4	ESV_334	0.5744	1
ESV_4	ESV_342	0.4856	1
ESV_4	ESV_355	0.4775	1
ESV_4	ESV_381	0.5356	1
ESV_4	ESV_391	0.6359	1
ESV_4	ESV_428	0.4572	1
ESV_4	ESV_484	0.5412	1
ESV_4	ESV_503	0.5565	1
ESV_4	ESV_561	0.5063	1
ESV_4	ESV_580	0.6013	1
ESV_4	ESV_590	0.6412	1
ESV_4	ESV_690	0.6053	1
ESV_4	ESV_731	0.5791	1
ESV_4	ESV_749	0.5257	1
ESV_4	ESV_768	0.4834	1
ESV_4	ESV_1033	0.4573	1
ESV_4	ESV_1046	0.6272	1
ESV_4	ESV_1480	0.4954	1
ESV_4	ESV_1506	-0.4658	2
ESV_4	ESV_1607	-0.4339	2
ESV_4	ESV_2599	-0.4213	2
ESV_4	ESV_2623	-0.459	2
ESV_4	ESV_2667	-0.4696	2
ESV_4	ESV_2731	-0.4684	2
ESV_4	ESV_3133	-0.4553	2
ESV_4	ESV_3160	-0.4771	2
ESV_4	ESV_3426	-0.4643	2
ESV_4	ESV_3791	-0.4955	2
ESV_4	ESV_3915	-0.4359	2
ESV_4	ESV_4095	-0.4849	2
ESV_4	ESV_4807	-0.4309	2
ESV_4	ESV_6622	-0.4274	2
ESV_4	ESV_6819	-0.4366	2
ESV_4	ESV_7288	-0.445	2
ESV_5	ESV_8	0.8166	1
ESV_5	ESV_9	0.8497	1
ESV_5	ESV_10	0.5206	1
ESV_5	ESV_11	0.6748	1
ESV_5	ESV_13	0.7892	1
ESV_5	ESV_16	0.8707	1
ESV_5	ESV_19	0.6926	1
ESV_5	ESV_20	0.5184	1
ESV_5	ESV_21	0.7793	1
ESV_5	ESV_25	0.7252	1
ESV_5	ESV_27	0.4846	1
ESV_5	ESV_31	0.6612	1
ESV_5	ESV_32	0.4526	1
ESV_5	ESV_33	0.4572	1
ESV_5	ESV_35	0.5681	1
ESV_5	ESV_39	0.7029	1
ESV_5	ESV_50	0.4936	1
ESV_5	ESV_57	0.6957	1
ESV_5	ESV_61	0.6317	1
ESV_5	ESV_72	0.6379	1
ESV_5	ESV_76	0.5611	1
ESV_5	ESV_81	0.5384	1
ESV_5	ESV_85	0.5377	1
ESV_5	ESV_90	0.6405	1
ESV_5	ESV_96	0.5752	1
ESV_5	ESV_97	0.5337	1
ESV_5	ESV_102	0.5793	1
ESV_5	ESV_116	0.5971	1
ESV_5	ESV_122	0.5092	1
ESV_5	ESV_128	0.5505	1
ESV_5	ESV_129	0.4965	1
