Sp1	Sp2	Cor	type
ESV_206	ESV_734	0.5481	0
ESV_206	ESV_743	-0.5216	1
ESV_206	ESV_745	-0.4509	1
ESV_206	ESV_750	0.53	0
ESV_206	ESV_758	-0.6071	1
ESV_206	ESV_763	0.4144	0
ESV_206	ESV_775	-0.418	1
ESV_206	ESV_792	0.5105	0
ESV_206	ESV_799	0.4189	0
ESV_206	ESV_801	-0.4955	1
ESV_206	ESV_811	-0.4516	1
ESV_206	ESV_840	0.4595	0
ESV_206	ESV_842	-0.4462	1
ESV_206	ESV_843	-0.439	1
ESV_206	ESV_849	-0.4408	1
ESV_206	ESV_852	0.5597	0
ESV_206	ESV_872	0.553	0
ESV_206	ESV_873	0.4411	0
ESV_206	ESV_876	-0.5891	1
ESV_206	ESV_881	-0.5094	1
ESV_206	ESV_885	0.5456	0
ESV_206	ESV_890	0.5577	0
ESV_206	ESV_891	-0.4524	1
ESV_206	ESV_893	0.4705	0
ESV_206	ESV_924	0.5785	0
ESV_206	ESV_932	-0.4738	1
ESV_206	ESV_946	0.4395	0
ESV_206	ESV_958	-0.4939	1
ESV_206	ESV_959	-0.495	1
ESV_206	ESV_978	0.4791	0
ESV_206	ESV_987	-0.5023	1
ESV_206	ESV_994	-0.4947	1
ESV_206	ESV_1016	-0.4817	1
ESV_206	ESV_1025	-0.5488	1
ESV_206	ESV_1036	-0.5236	1
ESV_206	ESV_1041	-0.5044	1
ESV_206	ESV_1048	-0.5013	1
ESV_206	ESV_1049	-0.4877	1
ESV_206	ESV_1062	-0.4465	1
ESV_206	ESV_1064	-0.4978	1
ESV_206	ESV_1072	-0.5012	1
ESV_206	ESV_1073	0.546	0
ESV_206	ESV_1092	0.4963	0
ESV_206	ESV_1123	-0.493	1
ESV_206	ESV_1134	0.4886	0
ESV_206	ESV_1149	-0.5707	1
ESV_206	ESV_1153	0.5996	0
ESV_206	ESV_1154	0.46	0
ESV_206	ESV_1159	-0.4464	1
ESV_206	ESV_1166	-0.4905	1
ESV_206	ESV_1169	0.5937	0
ESV_206	ESV_1170	0.6699	0
ESV_206	ESV_1176	-0.4944	1
ESV_206	ESV_1178	0.4925	0
ESV_206	ESV_1227	0.4242	0
ESV_206	ESV_1231	-0.5277	1
ESV_206	ESV_1241	0.6583	0
ESV_206	ESV_1261	0.6261	0
ESV_206	ESV_1266	-0.4408	1
ESV_206	ESV_1292	-0.4542	1
ESV_206	ESV_1309	0.4736	0
ESV_206	ESV_1314	0.4816	0
ESV_206	ESV_1334	0.4207	0
ESV_206	ESV_1362	0.5937	0
ESV_206	ESV_1369	-0.4589	1
ESV_206	ESV_1380	0.4972	0
ESV_206	ESV_1418	0.5358	0
ESV_206	ESV_1534	-0.6117	1
ESV_206	ESV_1537	0.577	0
ESV_206	ESV_1619	-0.4251	1
ESV_206	ESV_1632	-0.4359	1
ESV_206	ESV_1651	0.5077	0
ESV_206	ESV_1670	0.4366	0
ESV_206	ESV_1678	-0.4991	1
ESV_206	ESV_1694	0.5686	0
ESV_206	ESV_1719	0.4338	0
ESV_206	ESV_1733	0.4333	0
ESV_206	ESV_1808	0.4661	0
ESV_206	ESV_1820	0.6126	0
ESV_206	ESV_1870	-0.4478	1
ESV_206	ESV_1894	0.4791	0
ESV_206	ESV_1914	-0.4307	1
ESV_206	ESV_2147	0.4594	0
ESV_206	ESV_2363	0.4517	0
ESV_206	ESV_2440	0.4672	0
ESV_206	ESV_2567	0.4576	0
ESV_206	ESV_2597	0.4954	0
ESV_206	ESV_2614	-0.4349	1
ESV_206	ESV_2966	0.4154	0
ESV_206	ESV_3055	0.5188	0
ESV_206	ESV_3133	0.5827	0
ESV_206	ESV_3224	0.5125	0
ESV_206	ESV_3832	0.5111	0
ESV_206	ESV_4506	0.4892	0
ESV_206	ESV_5105	0.4173	0
ESV_206	ESV_9344	0.4135	0
ESV_208	ESV_213	-0.6115	1
ESV_208	ESV_220	0.5364	0
ESV_208	ESV_229	0.6337	0
ESV_208	ESV_230	0.6812	0
ESV_208	ESV_241	0.6583	0
ESV_208	ESV_251	0.6315	0
ESV_208	ESV_252	0.5274	0
ESV_208	ESV_253	0.4523	0
ESV_208	ESV_255	0.5189	0
ESV_208	ESV_257	0.5369	0
ESV_208	ESV_258	-0.523	1
ESV_208	ESV_260	0.5972	0
ESV_208	ESV_263	0.4637	0
ESV_208	ESV_265	-0.5564	1
ESV_208	ESV_266	0.513	0
ESV_208	ESV_269	0.5913	0
ESV_208	ESV_276	0.4169	0
ESV_208	ESV_279	-0.4187	1
ESV_208	ESV_288	0.4767	0
ESV_208	ESV_293	0.5883	0
ESV_208	ESV_294	-0.462	1
ESV_208	ESV_296	0.6112	0
ESV_208	ESV_299	0.7143	0
ESV_208	ESV_301	-0.4257	1
ESV_208	ESV_303	0.4332	0
ESV_208	ESV_306	-0.4176	1
ESV_208	ESV_311	0.4581	0
ESV_208	ESV_315	0.5384	0
ESV_208	ESV_330	0.5326	0
ESV_208	ESV_332	-0.549	1
ESV_208	ESV_335	0.6454	0
ESV_208	ESV_341	-0.5761	1
ESV_208	ESV_344	-0.5083	1
ESV_208	ESV_347	0.6372	0
ESV_208	ESV_359	-0.6319	1
ESV_208	ESV_361	0.6381	0
ESV_208	ESV_363	0.5279	0
ESV_208	ESV_375	-0.4202	1
ESV_208	ESV_379	0.5368	0
ESV_208	ESV_380	-0.4353	1
ESV_208	ESV_389	0.5797	0
ESV_208	ESV_390	-0.413	1
ESV_208	ESV_395	-0.468	1
ESV_208	ESV_397	-0.4731	1
ESV_208	ESV_404	0.4877	0
ESV_208	ESV_436	-0.4257	1
ESV_208	ESV_439	-0.506	1
ESV_208	ESV_445	0.5649	0
ESV_208	ESV_446	-0.4156	1
ESV_208	ESV_447	0.5501	0
ESV_208	ESV_448	0.7082	0
ESV_208	ESV_455	0.5279	0
ESV_208	ESV_459	0.6634	0
ESV_208	ESV_463	0.5571	0
ESV_208	ESV_464	0.6559	0
ESV_208	ESV_468	0.7095	0
ESV_208	ESV_470	-0.5038	1
ESV_208	ESV_473	0.5475	0
ESV_208	ESV_479	-0.6144	1
ESV_208	ESV_481	0.5662	0
ESV_208	ESV_490	0.5354	0
ESV_208	ESV_497	-0.4776	1
ESV_208	ESV_507	-0.4485	1
ESV_208	ESV_509	0.4199	0
ESV_208	ESV_513	0.4245	0
ESV_208	ESV_517	0.4434	0
ESV_208	ESV_520	0.4946	0
ESV_208	ESV_521	0.5065	0
ESV_208	ESV_529	0.4675	0
ESV_208	ESV_531	0.503	0
ESV_208	ESV_532	0.4556	0
ESV_208	ESV_540	0.4617	0
ESV_208	ESV_554	0.4293	0
ESV_208	ESV_571	0.4936	0
ESV_208	ESV_573	0.4965	0
ESV_208	ESV_574	0.557	0
ESV_208	ESV_596	-0.5438	1
ESV_208	ESV_599	0.6856	0
ESV_208	ESV_603	0.548	0
ESV_208	ESV_605	0.4233	0
ESV_208	ESV_609	-0.5629	1
ESV_208	ESV_621	0.4702	0
ESV_208	ESV_644	0.7276	0
ESV_208	ESV_648	-0.5502	1
ESV_208	ESV_650	0.5186	0
ESV_208	ESV_653	0.4639	0
ESV_208	ESV_670	0.4316	0
ESV_208	ESV_678	0.4222	0
ESV_208	ESV_685	0.4211	0
ESV_208	ESV_702	-0.4266	1
ESV_208	ESV_715	0.6389	0
ESV_208	ESV_720	-0.4295	1
ESV_208	ESV_727	0.4696	0
ESV_208	ESV_729	-0.5169	1
ESV_208	ESV_734	-0.5576	1
ESV_208	ESV_743	0.5062	0
ESV_208	ESV_745	0.4988	0
ESV_208	ESV_750	-0.5779	1
ESV_208	ESV_758	0.5728	0
ESV_208	ESV_763	-0.4878	1
ESV_208	ESV_792	-0.5683	1
ESV_208	ESV_801	0.5468	0
ESV_208	ESV_811	0.4664	0
ESV_208	ESV_819	0.4366	0
ESV_208	ESV_842	0.5695	0
ESV_208	ESV_843	0.5039	0
ESV_208	ESV_846	0.5321	0
ESV_208	ESV_849	0.4989	0
ESV_208	ESV_852	-0.4683	1
ESV_208	ESV_873	-0.5468	1
ESV_208	ESV_876	0.6058	0
ESV_208	ESV_881	0.5756	0
ESV_208	ESV_885	-0.4413	1
ESV_208	ESV_890	-0.4365	1
ESV_208	ESV_893	-0.4362	1
ESV_208	ESV_924	-0.5478	1
ESV_208	ESV_928	0.4348	0
ESV_208	ESV_932	0.4191	0
ESV_208	ESV_935	0.4414	0
ESV_208	ESV_946	-0.4418	1
ESV_208	ESV_958	0.4666	0
ESV_208	ESV_959	0.5291	0
ESV_208	ESV_994	0.4677	0
ESV_208	ESV_1016	0.4643	0
ESV_208	ESV_1025	0.655	0
ESV_208	ESV_1036	0.5871	0
ESV_208	ESV_1041	0.4756	0
ESV_208	ESV_1048	0.6253	0
ESV_208	ESV_1049	0.5586	0
ESV_208	ESV_1062	0.4786	0
ESV_208	ESV_1064	0.5482	0
ESV_208	ESV_1072	0.5548	0
ESV_208	ESV_1073	-0.5906	1
ESV_208	ESV_1089	-0.4492	1
ESV_208	ESV_1092	-0.4252	1
ESV_208	ESV_1117	0.4129	0
ESV_208	ESV_1123	0.5772	0
ESV_208	ESV_1130	0.4493	0
ESV_208	ESV_1149	0.6498	0
ESV_208	ESV_1153	-0.5799	1
ESV_208	ESV_1154	-0.5348	1
ESV_208	ESV_1159	0.4619	0
ESV_208	ESV_1166	0.4162	0
ESV_208	ESV_1169	-0.5791	1
ESV_208	ESV_1170	-0.5387	1
ESV_208	ESV_1176	0.591	0
ESV_208	ESV_1178	-0.5406	1
ESV_208	ESV_1185	-0.4281	1
ESV_208	ESV_1227	-0.4138	1
ESV_208	ESV_1231	0.4386	0
ESV_208	ESV_1241	-0.5943	1
ESV_208	ESV_1261	-0.589	1
ESV_208	ESV_1266	0.426	0
ESV_208	ESV_1289	-0.4374	1
ESV_208	ESV_1292	0.4337	0
ESV_208	ESV_1309	-0.5777	1
ESV_208	ESV_1314	-0.5402	1
ESV_208	ESV_1334	-0.4527	1
ESV_208	ESV_1344	-0.4436	1
ESV_208	ESV_1362	-0.6138	1
ESV_208	ESV_1380	-0.4846	1
ESV_208	ESV_1415	-0.4406	1
ESV_208	ESV_1431	-0.5426	1
ESV_208	ESV_1452	0.4734	0
ESV_208	ESV_1534	0.5903	0
ESV_208	ESV_1537	-0.5976	1
ESV_208	ESV_1597	-0.4473	1
ESV_208	ESV_1632	0.529	0
ESV_208	ESV_1678	0.6059	0
ESV_208	ESV_1694	-0.4593	1
ESV_208	ESV_1713	-0.4711	1
ESV_208	ESV_1719	-0.5258	1
ESV_208	ESV_1733	-0.503	1
ESV_208	ESV_1761	0.4265	0
ESV_208	ESV_1808	-0.5147	1
ESV_208	ESV_1820	-0.5235	1
ESV_208	ESV_1870	0.5157	0
ESV_208	ESV_1972	-0.4316	1
ESV_208	ESV_2077	-0.4303	1
ESV_208	ESV_2374	0.4149	0
ESV_208	ESV_2398	0.4233	0
ESV_208	ESV_2440	-0.4311	1
ESV_208	ESV_2597	-0.4544	1
ESV_208	ESV_2606	-0.4692	1
ESV_208	ESV_2834	-0.4456	1
ESV_208	ESV_2966	-0.5244	1
ESV_208	ESV_3055	-0.5464	1
ESV_208	ESV_3224	-0.6195	1
ESV_208	ESV_3832	-0.4595	1
ESV_208	ESV_4374	-0.4561	1
ESV_208	ESV_4506	-0.6063	1
ESV_208	ESV_4781	-0.4413	1
ESV_208	ESV_9344	-0.4504	1
ESV_211	ESV_234	0.5326	0
ESV_211	ESV_240	0.4594	0
ESV_211	ESV_244	0.6739	0
ESV_211	ESV_263	0.4479	0
ESV_211	ESV_297	0.4205	0
ESV_211	ESV_302	0.4429	0
ESV_211	ESV_349	0.5006	0
ESV_211	ESV_564	0.4295	0
ESV_211	ESV_580	0.5011	0
ESV_211	ESV_610	0.4655	0
ESV_211	ESV_893	-0.5278	1
ESV_211	ESV_1133	-0.4435	1
ESV_211	ESV_1697	-0.421	1
ESV_211	ESV_3133	-0.4159	1
ESV_213	ESV_220	-0.4647	1
ESV_213	ESV_229	-0.4224	1
ESV_213	ESV_230	-0.4558	1
ESV_213	ESV_251	-0.4958	1
ESV_213	ESV_252	-0.5475	1
ESV_213	ESV_255	-0.4614	1
ESV_213	ESV_257	-0.4875	1
ESV_213	ESV_260	-0.4461	1
ESV_213	ESV_265	0.6275	0
ESV_213	ESV_266	-0.4652	1
ESV_213	ESV_269	-0.4799	1
ESV_213	ESV_276	-0.4946	1
ESV_213	ESV_283	0.496	0
ESV_213	ESV_288	-0.4241	1
ESV_213	ESV_292	-0.4177	1
ESV_213	ESV_293	-0.4377	1
ESV_213	ESV_294	0.603	0
ESV_213	ESV_299	-0.521	1
ESV_213	ESV_301	0.565	0
ESV_213	ESV_303	-0.4677	1
ESV_213	ESV_311	-0.4335	1
ESV_213	ESV_321	0.4161	0
ESV_213	ESV_332	0.5798	0
ESV_213	ESV_335	-0.4415	1
ESV_213	ESV_337	-0.417	1
ESV_213	ESV_341	0.4361	0
ESV_213	ESV_344	0.4305	0
ESV_213	ESV_347	-0.4971	1
ESV_213	ESV_353	0.5174	0
ESV_213	ESV_359	0.6049	0
ESV_213	ESV_361	-0.4998	1
ESV_213	ESV_379	-0.441	1
ESV_213	ESV_389	-0.5025	1
ESV_213	ESV_391	0.4278	0
ESV_213	ESV_445	-0.4224	1
ESV_213	ESV_446	0.5332	0
ESV_213	ESV_448	-0.4869	1
ESV_213	ESV_449	-0.4192	1
ESV_213	ESV_452	0.5441	0
ESV_213	ESV_459	-0.4575	1
ESV_213	ESV_468	-0.4363	1
ESV_213	ESV_476	0.5403	0
ESV_213	ESV_479	0.4447	0
ESV_213	ESV_499	-0.5134	1
ESV_213	ESV_506	-0.431	1
ESV_213	ESV_517	-0.4203	1
ESV_213	ESV_531	-0.441	1
ESV_213	ESV_540	-0.4493	1
ESV_213	ESV_554	-0.456	1
ESV_213	ESV_574	-0.4929	1
ESV_213	ESV_593	0.5512	0
ESV_213	ESV_599	-0.5421	1
ESV_213	ESV_634	-0.417	1
ESV_213	ESV_644	-0.5635	1
ESV_213	ESV_648	0.6234	0
ESV_213	ESV_650	-0.503	1
ESV_213	ESV_661	-0.4134	1
ESV_213	ESV_671	0.5006	0
ESV_213	ESV_680	0.4299	0
ESV_213	ESV_685	-0.527	1
ESV_213	ESV_689	-0.4489	1
ESV_213	ESV_715	-0.6502	1
ESV_213	ESV_729	0.4512	0
ESV_213	ESV_733	0.5639	0
ESV_213	ESV_743	-0.5013	1
ESV_213	ESV_745	-0.5374	1
ESV_213	ESV_750	0.4384	0
ESV_213	ESV_758	-0.4546	1
ESV_213	ESV_763	0.4802	0
ESV_213	ESV_770	0.4371	0
ESV_213	ESV_792	0.6366	0
ESV_213	ESV_799	0.4596	0
ESV_213	ESV_806	0.6275	0
ESV_213	ESV_826	-0.4145	1
ESV_213	ESV_836	0.4696	0
ESV_213	ESV_842	-0.518	1
ESV_213	ESV_843	-0.4511	1
ESV_213	ESV_866	-0.4305	1
ESV_213	ESV_873	0.5955	0
ESV_213	ESV_876	-0.4911	1
ESV_213	ESV_885	0.4646	0
ESV_213	ESV_896	-0.4386	1
ESV_213	ESV_900	-0.4572	1
ESV_213	ESV_935	-0.4922	1
ESV_213	ESV_951	-0.5436	1
ESV_213	ESV_959	-0.44	1
ESV_213	ESV_960	-0.428	1
ESV_213	ESV_979	-0.4878	1
ESV_213	ESV_1006	-0.4684	1
ESV_213	ESV_1025	-0.4294	1
ESV_213	ESV_1027	-0.4251	1
ESV_213	ESV_1048	-0.4723	1
ESV_213	ESV_1064	-0.4548	1
ESV_213	ESV_1072	-0.4471	1
ESV_213	ESV_1073	0.5097	0
ESV_213	ESV_1092	0.415	0
ESV_213	ESV_1123	-0.4935	1
ESV_213	ESV_1149	-0.5732	1
ESV_213	ESV_1151	-0.5094	1
ESV_213	ESV_1159	-0.507	1
ESV_213	ESV_1169	0.448	0
ESV_213	ESV_1176	-0.4624	1
ESV_213	ESV_1182	-0.4725	1
ESV_213	ESV_1185	0.4743	0
ESV_213	ESV_1222	0.4988	0
ESV_213	ESV_1231	-0.4409	1
ESV_213	ESV_1260	-0.43	1
ESV_213	ESV_1265	-0.4383	1
ESV_213	ESV_1287	0.5884	0
ESV_213	ESV_1289	0.5336	0
ESV_213	ESV_1307	-0.443	1
ESV_213	ESV_1443	0.4293	0
ESV_213	ESV_1473	0.4438	0
ESV_213	ESV_1534	-0.4679	1
ESV_213	ESV_1541	0.4368	0
ESV_213	ESV_1597	0.5618	0
ESV_213	ESV_1619	-0.4263	1
ESV_213	ESV_1667	0.4196	0
ESV_213	ESV_1670	0.4154	0
ESV_213	ESV_1870	-0.5298	1
ESV_213	ESV_1952	0.4969	0
ESV_213	ESV_2055	0.4328	0
ESV_213	ESV_2398	-0.4192	1
ESV_213	ESV_2966	0.4993	0
ESV_213	ESV_2983	0.4786	0
ESV_213	ESV_3055	0.5721	0
ESV_213	ESV_3224	0.6016	0
ESV_213	ESV_4506	0.5602	0
ESV_213	ESV_4781	0.5518	0
ESV_213	ESV_5105	0.5626	0
ESV_213	ESV_6459	0.4662	0
ESV_215	ESV_356	0.4419	0
ESV_215	ESV_532	0.4193	0
ESV_215	ESV_658	0.4165	0
ESV_215	ESV_714	0.5266	0
ESV_215	ESV_733	-0.4499	1
ESV_215	ESV_942	-0.4326	1
ESV_215	ESV_1120	0.4658	0
ESV_215	ESV_2109	-0.4539	1
ESV_215	ESV_3224	-0.4223	1
ESV_216	ESV_305	0.5053	0
ESV_216	ESV_345	0.436	0
ESV_216	ESV_440	-0.4245	1
ESV_216	ESV_854	0.4664	0
ESV_216	ESV_927	-0.4636	1
ESV_216	ESV_933	-0.4171	1
ESV_216	ESV_949	-0.4299	1
ESV_216	ESV_1548	-0.4718	1
ESV_218	ESV_294	-0.4488	1
ESV_218	ESV_321	-0.4301	1
ESV_218	ESV_371	-0.5603	1
ESV_218	ESV_449	0.4303	0
ESV_218	ESV_456	-0.4427	1
ESV_218	ESV_554	0.4737	0
ESV_218	ESV_565	-0.4694	1
ESV_218	ESV_572	-0.4498	1
ESV_218	ESV_584	0.5012	0
ESV_218	ESV_593	-0.5291	1
ESV_218	ESV_634	0.4615	0
ESV_218	ESV_667	0.4492	0
ESV_218	ESV_799	-0.4618	1
ESV_218	ESV_806	-0.5112	1
ESV_218	ESV_874	-0.505	1
ESV_218	ESV_889	-0.4567	1
ESV_218	ESV_1099	-0.4642	1
ESV_218	ESV_1157	0.4268	0
ESV_218	ESV_1186	0.427	0
ESV_218	ESV_1287	-0.4593	1
ESV_218	ESV_1294	0.4195	0
ESV_218	ESV_1497	0.5924	0
ESV_218	ESV_1701	-0.4236	1
ESV_218	ESV_2464	0.4323	0
ESV_218	ESV_2682	0.4144	0
ESV_220	ESV_229	0.4693	0
ESV_220	ESV_230	0.6237	0
ESV_220	ESV_241	0.6443	0
ESV_220	ESV_251	0.6518	0
ESV_220	ESV_253	0.4392	0
ESV_220	ESV_255	0.5096	0
ESV_220	ESV_257	0.4278	0
ESV_220	ESV_258	-0.4822	1
ESV_220	ESV_260	0.6103	0
ESV_220	ESV_263	0.482	0
ESV_220	ESV_265	-0.599	1
ESV_220	ESV_266	0.5901	0
ESV_220	ESV_269	0.4504	0
ESV_220	ESV_276	0.5545	0
ESV_220	ESV_288	0.4744	0
ESV_220	ESV_293	0.5344	0
ESV_220	ESV_296	0.4604	0
ESV_220	ESV_299	0.702	0
ESV_220	ESV_303	0.4979	0
ESV_220	ESV_308	0.4371	0
ESV_220	ESV_309	0.4965	0
ESV_220	ESV_311	0.444	0
ESV_220	ESV_319	0.497	0
ESV_220	ESV_320	-0.5351	1
ESV_220	ESV_330	0.6605	0
ESV_220	ESV_332	-0.6385	1
ESV_220	ESV_335	0.615	0
ESV_220	ESV_341	-0.4863	1
ESV_220	ESV_347	0.5134	0
ESV_220	ESV_352	-0.5207	1
ESV_220	ESV_359	-0.6281	1
ESV_220	ESV_361	0.5309	0
ESV_220	ESV_363	0.6584	0
ESV_220	ESV_375	-0.4429	1
ESV_220	ESV_379	0.6651	0
ESV_220	ESV_389	0.5256	0
ESV_220	ESV_397	-0.5733	1
ESV_220	ESV_404	0.4977	0
ESV_220	ESV_408	0.43120000000000003	0
ESV_220	ESV_436	-0.4641	1
ESV_220	ESV_437	0.555	0
ESV_220	ESV_445	0.534	0
ESV_220	ESV_446	-0.5335	1
ESV_220	ESV_447	0.5078	0
ESV_220	ESV_448	0.4878	0
ESV_220	ESV_455	0.5876	0
ESV_220	ESV_459	0.6624	0
ESV_220	ESV_463	0.5285	0
ESV_220	ESV_464	0.5847	0
ESV_220	ESV_468	0.4637	0
ESV_220	ESV_479	-0.5762	1
ESV_220	ESV_481	0.5706	0
ESV_220	ESV_490	0.4958	0
ESV_220	ESV_497	-0.608	1
ESV_220	ESV_499	0.4823	0
ESV_220	ESV_501	0.4646	0
ESV_220	ESV_505	0.4199	0
ESV_220	ESV_507	-0.4595	1
ESV_220	ESV_509	0.4205	0
ESV_220	ESV_515	-0.4165	1
ESV_220	ESV_516	0.5025	0
ESV_220	ESV_517	0.519	0
ESV_220	ESV_519	0.4935	0
ESV_220	ESV_520	0.4758	0
ESV_220	ESV_521	0.452	0
ESV_220	ESV_532	0.4557	0
ESV_220	ESV_563	0.4166	0
ESV_220	ESV_573	0.4427	0
ESV_220	ESV_574	0.4851	0
ESV_220	ESV_599	0.4815	0
ESV_220	ESV_603	0.4811	0
ESV_220	ESV_609	-0.5411	1
ESV_220	ESV_621	0.4593	0
ESV_220	ESV_644	0.6496	0
ESV_220	ESV_648	-0.5669	1
ESV_220	ESV_650	0.5496	0
ESV_220	ESV_653	0.5313	0
ESV_220	ESV_663	-0.437	1
ESV_220	ESV_670	0.5009	0
ESV_220	ESV_678	0.445	0
ESV_220	ESV_685	0.4698	0
ESV_220	ESV_702	-0.5147	1
ESV_220	ESV_715	0.6075	0
ESV_220	ESV_720	-0.4495	1
ESV_220	ESV_734	-0.523	1
ESV_220	ESV_739	-0.4144	1
ESV_220	ESV_743	0.5483	0
ESV_220	ESV_745	0.5051	0
ESV_220	ESV_750	-0.6325	1
ESV_220	ESV_758	0.703	0
ESV_220	ESV_763	-0.5325	1
ESV_220	ESV_792	-0.5181	1
ESV_220	ESV_801	0.5756	0
ESV_220	ESV_811	0.4163	0
ESV_220	ESV_842	0.4182	0
ESV_220	ESV_849	0.5679	0
ESV_220	ESV_872	-0.4573	1
ESV_220	ESV_873	-0.5565	1
ESV_220	ESV_876	0.5972	0
ESV_220	ESV_881	0.5344	0
ESV_220	ESV_885	-0.4463	1
ESV_220	ESV_890	-0.496	1
ESV_220	ESV_924	-0.5833	1
ESV_220	ESV_927	-0.4209	1
ESV_220	ESV_932	0.4691	0
ESV_220	ESV_946	-0.4554	1
ESV_220	ESV_958	0.4364	0
ESV_220	ESV_959	0.5526	0
ESV_220	ESV_987	0.5892	0
ESV_220	ESV_994	0.5193	0
ESV_220	ESV_1036	0.4629	0
ESV_220	ESV_1041	0.6274	0
ESV_220	ESV_1049	0.5372	0
ESV_220	ESV_1062	0.4285	0
ESV_220	ESV_1064	0.549	0
ESV_220	ESV_1073	-0.4821	1
ESV_220	ESV_1080	0.4425	0
ESV_220	ESV_1134	-0.5544	1
ESV_220	ESV_1149	0.605	0
ESV_220	ESV_1152	0.4204	0
ESV_220	ESV_1153	-0.5024	1
ESV_220	ESV_1154	-0.4773	1
ESV_220	ESV_1169	-0.4952	1
ESV_220	ESV_1170	-0.5109	1
ESV_220	ESV_1176	0.5335	0
ESV_220	ESV_1178	-0.4762	1
ESV_220	ESV_1231	0.5212	0
ESV_220	ESV_1241	-0.5553	1
ESV_220	ESV_1259	0.4981	0
ESV_220	ESV_1261	-0.569	1
ESV_220	ESV_1266	0.4657	0
ESV_220	ESV_1281	-0.4847	1
ESV_220	ESV_1289	-0.4463	1
ESV_220	ESV_1292	0.4435	0
ESV_220	ESV_1309	-0.4909	1
ESV_220	ESV_1334	-0.5109	1
ESV_220	ESV_1344	-0.5521	1
ESV_220	ESV_1362	-0.5689	1
ESV_220	ESV_1380	-0.4245	1
ESV_220	ESV_1418	-0.4506	1
ESV_220	ESV_1534	0.5038	0
ESV_220	ESV_1650	0.442	0
ESV_220	ESV_1651	-0.4999	1
ESV_220	ESV_1670	-0.4765	1
ESV_220	ESV_1678	0.5091	0
ESV_220	ESV_1694	-0.4985	1
ESV_220	ESV_1762	-0.415	1
ESV_220	ESV_1820	-0.5703	1
ESV_220	ESV_1870	0.5108	0
ESV_220	ESV_1882	-0.4499	1
ESV_220	ESV_1894	-0.458	1
ESV_220	ESV_1899	0.4944	0
ESV_220	ESV_1924	0.414	0
ESV_220	ESV_2055	-0.4644	1
ESV_220	ESV_2614	0.5133	0
ESV_220	ESV_3055	-0.5815	1
ESV_220	ESV_3133	-0.5632	1
ESV_220	ESV_3224	-0.6338	1
ESV_220	ESV_3832	-0.4691	1
ESV_220	ESV_4506	-0.5672	1
ESV_220	ESV_4781	-0.4752	1
ESV_220	ESV_9344	-0.4808	1
ESV_223	ESV_230	0.4225	0
ESV_223	ESV_234	0.5037	0
ESV_223	ESV_240	0.5698	0
ESV_223	ESV_245	0.5604	0
ESV_223	ESV_247	0.4514	0
ESV_223	ESV_275	-0.4787	1
ESV_223	ESV_302	0.6052	0
ESV_223	ESV_316	0.8076	0
ESV_223	ESV_321	0.5928	0
ESV_223	ESV_335	0.4243	0
ESV_223	ESV_345	0.7007	0
ESV_223	ESV_371	0.5421	0
ESV_223	ESV_381	0.4165	0
ESV_223	ESV_406	0.4895	0
ESV_223	ESV_408	0.4903	0
ESV_223	ESV_428	0.6479	0
ESV_223	ESV_456	0.6692	0
ESV_223	ESV_464	0.4644	0
ESV_223	ESV_484	0.5219	0
ESV_223	ESV_494	0.591	0
ESV_223	ESV_495	0.5645	0
ESV_223	ESV_515	-0.4184	1
ESV_223	ESV_519	0.4344	0
ESV_223	ESV_520	0.5285	0
ESV_223	ESV_527	0.4381	0
ESV_223	ESV_572	0.524	0
ESV_223	ESV_580	0.6401	0
ESV_223	ESV_590	0.6694	0
ESV_223	ESV_593	0.6126	0
ESV_223	ESV_610	0.6617	0
ESV_223	ESV_613	-0.4134	1
ESV_223	ESV_616	0.4175	0
ESV_223	ESV_619	0.5585	0
ESV_223	ESV_671	0.4709	0
ESV_223	ESV_686	0.4825	0
ESV_223	ESV_703	0.47	0
ESV_223	ESV_730	-0.4554	1
ESV_223	ESV_737	0.5123	0
ESV_223	ESV_930	0.4461	0
ESV_223	ESV_947	0.4792	0
ESV_223	ESV_1005	0.548	0
ESV_223	ESV_1032	0.5411	0
ESV_223	ESV_1041	0.4407	0
ESV_223	ESV_1051	-0.4558	1
ESV_223	ESV_1061	-0.4249	1
ESV_223	ESV_1157	-0.4394	1
ESV_223	ESV_1186	-0.4453	1
ESV_223	ESV_1193	-0.42	1
ESV_223	ESV_1277	0.4843	0
ESV_223	ESV_1292	0.4551	0
ESV_223	ESV_1297	0.4724	0
ESV_223	ESV_1298	0.4725	0
ESV_223	ESV_1367	-0.4608	1
ESV_223	ESV_1395	0.4634	0
ESV_223	ESV_1497	-0.4855	1
ESV_223	ESV_1701	0.5179	0
ESV_223	ESV_1875	-0.4323	1
ESV_223	ESV_1914	0.463	0
ESV_223	ESV_1952	0.4377	0
ESV_223	ESV_1955	-0.4155	1
ESV_223	ESV_2207	0.4441	0
ESV_223	ESV_2302	0.4154	0
ESV_223	ESV_2412	-0.4565	1
ESV_223	ESV_2793	0.4894	0
ESV_223	ESV_3109	0.4996	0
ESV_224	ESV_241	-0.4865	1
ESV_224	ESV_256	0.4227	0
ESV_224	ESV_264	0.4912	0
ESV_224	ESV_275	0.6111	0
ESV_224	ESV_330	-0.4493	1
ESV_224	ESV_335	-0.4245	1
