Sp1	Sp2	Cor	type
ESV_48	ESV_100	0.5167	0
ESV_48	ESV_101	0.4403	0
ESV_48	ESV_104	0.4195	0
ESV_48	ESV_112	0.7376	0
ESV_48	ESV_128	0.4605	0
ESV_48	ESV_133	0.69	0
ESV_48	ESV_136	0.5165	0
ESV_48	ESV_149	0.4396	0
ESV_48	ESV_156	0.5855	0
ESV_48	ESV_159	0.5331	0
ESV_48	ESV_167	0.5893	0
ESV_48	ESV_172	0.5259	0
ESV_48	ESV_181	0.6544	0
ESV_48	ESV_183	0.4941	0
ESV_48	ESV_185	0.4925	0
ESV_48	ESV_187	0.5761	0
ESV_48	ESV_195	0.5929	0
ESV_48	ESV_197	0.6828	0
ESV_48	ESV_205	0.4706	0
ESV_48	ESV_211	0.5443	0
ESV_48	ESV_216	0.4956	0
ESV_48	ESV_223	0.6472	0
ESV_48	ESV_224	-0.4787	1
ESV_48	ESV_240	0.62	0
ESV_48	ESV_247	0.4321	0
ESV_48	ESV_275	-0.6399	1
ESV_48	ESV_302	0.6451	0
ESV_48	ESV_308	0.5846	0
ESV_48	ESV_316	0.5973	0
ESV_48	ESV_321	0.4411	0
ESV_48	ESV_345	0.631	0
ESV_48	ESV_363	0.4297	0
ESV_48	ESV_391	0.4511	0
ESV_48	ESV_401	-0.4736	1
ESV_48	ESV_428	0.5276	0
ESV_48	ESV_436	-0.5361	1
ESV_48	ESV_439	-0.4669	1
ESV_48	ESV_452	0.5075	0
ESV_48	ESV_470	-0.4979	1
ESV_48	ESV_484	0.4592	0
ESV_48	ESV_489	0.4135	0
ESV_48	ESV_494	0.4158	0
ESV_48	ESV_580	0.8507	0
ESV_48	ESV_590	0.719	0
ESV_48	ESV_593	0.5251	0
ESV_48	ESV_596	-0.4315	1
ESV_48	ESV_609	-0.4784	1
ESV_48	ESV_610	0.5918	0
ESV_48	ESV_613	-0.5873	1
ESV_48	ESV_649	-0.5082	1
ESV_48	ESV_661	-0.4287	1
ESV_48	ESV_696	0.4134	0
ESV_48	ESV_840	-0.5126	1
ESV_48	ESV_927	-0.5521	1
ESV_48	ESV_960	-0.4194	1
ESV_48	ESV_979	-0.4986	1
ESV_48	ESV_1005	0.4768	0
ESV_48	ESV_1051	-0.4555	1
ESV_48	ESV_1088	-0.4748	1
ESV_48	ESV_1139	-0.4345	1
ESV_48	ESV_1157	-0.5572	1
ESV_48	ESV_1170	-0.4429	1
ESV_48	ESV_1177	-0.549	1
ESV_48	ESV_1182	-0.4504	1
ESV_48	ESV_1244	-0.43120000000000003	1
ESV_48	ESV_1261	-0.4866	1
ESV_48	ESV_1291	-0.4622	1
ESV_48	ESV_1297	0.6012	0
ESV_48	ESV_1317	-0.4558	1
ESV_48	ESV_1343	-0.4183	1
ESV_48	ESV_1367	-0.5054	1
ESV_48	ESV_1418	-0.5892	1
ESV_48	ESV_1450	-0.4388	1
ESV_48	ESV_1510	-0.4345	1
ESV_48	ESV_1545	-0.5307	1
ESV_48	ESV_1685	-0.4468	1
ESV_48	ESV_1771	-0.4691	1
ESV_48	ESV_1796	-0.5072	1
ESV_48	ESV_1820	-0.4332	1
ESV_48	ESV_1875	-0.4964	1
ESV_48	ESV_1894	-0.4419	1
ESV_48	ESV_1955	-0.4975	1
ESV_48	ESV_2058	-0.4213	1
ESV_49	ESV_54	0.476	0
ESV_49	ESV_56	-0.4593	1
ESV_49	ESV_59	0.4828	0
ESV_49	ESV_74	0.5908	0
ESV_49	ESV_77	0.4214	0
ESV_49	ESV_103	0.4288	0
ESV_49	ESV_189	0.4449	0
ESV_49	ESV_517	-0.4452	1
ESV_49	ESV_699	0.4919	0
ESV_49	ESV_800	0.4552	0
ESV_49	ESV_863	0.4942	0
ESV_49	ESV_946	0.4661	0
ESV_49	ESV_980	0.4161	0
ESV_49	ESV_986	0.4569	0
ESV_49	ESV_1037	0.4213	0
ESV_49	ESV_1058	0.4148	0
ESV_49	ESV_1059	0.4164	0
ESV_49	ESV_1124	0.4377	0
ESV_49	ESV_1153	0.4776	0
ESV_49	ESV_1169	0.4619	0
ESV_49	ESV_1511	-0.4222	1
ESV_49	ESV_1789	0.4366	0
ESV_49	ESV_2567	0.4545	0
ESV_50	ESV_51	-0.538	1
ESV_50	ESV_52	-0.456	1
ESV_50	ESV_53	-0.6278	1
ESV_50	ESV_61	0.504	0
ESV_50	ESV_62	-0.6218	1
ESV_50	ESV_67	0.5137	0
ESV_50	ESV_71	-0.5757	1
ESV_50	ESV_72	0.4514	0
ESV_50	ESV_83	0.7057	0
ESV_50	ESV_85	-0.6092	1
ESV_50	ESV_87	0.4842	0
ESV_50	ESV_88	0.821	0
ESV_50	ESV_94	-0.4361	1
ESV_50	ESV_99	0.5408	0
ESV_50	ESV_101	-0.4616	1
ESV_50	ESV_102	0.7191	0
ESV_50	ESV_103	0.5573	0
ESV_50	ESV_104	0.4388	0
ESV_50	ESV_105	0.8338	0
ESV_50	ESV_106	-0.6261	1
ESV_50	ESV_108	-0.5242	1
ESV_50	ESV_113	-0.4975	1
ESV_50	ESV_128	0.5849	0
ESV_50	ESV_132	-0.6594	1
ESV_50	ESV_134	-0.5335	1
ESV_50	ESV_136	-0.4879	1
ESV_50	ESV_137	-0.4975	1
ESV_50	ESV_141	-0.4634	1
ESV_50	ESV_145	-0.4449	1
ESV_50	ESV_149	0.4991	0
ESV_50	ESV_153	0.7033	0
ESV_50	ESV_169	-0.48	1
ESV_50	ESV_171	-0.6504	1
ESV_50	ESV_173	-0.5715	1
ESV_50	ESV_175	-0.674	1
ESV_50	ESV_182	-0.4617	1
ESV_50	ESV_185	-0.4269	1
ESV_50	ESV_190	-0.4932	1
ESV_50	ESV_191	0.6565	0
ESV_50	ESV_192	-0.4753	1
ESV_50	ESV_205	-0.5513	1
ESV_50	ESV_206	0.5071	0
ESV_50	ESV_208	-0.5767	1
ESV_50	ESV_213	0.7805	0
ESV_50	ESV_218	-0.4156	1
ESV_50	ESV_220	-0.5449	1
ESV_50	ESV_230	-0.5874	1
ESV_50	ESV_241	-0.5314	1
ESV_50	ESV_248	-0.5256	1
ESV_50	ESV_251	-0.6556	1
ESV_50	ESV_252	-0.6338	1
ESV_50	ESV_253	-0.4708	1
ESV_50	ESV_255	-0.4856	1
ESV_50	ESV_257	-0.5245	1
ESV_50	ESV_260	-0.5692	1
ESV_50	ESV_265	0.671	0
ESV_50	ESV_266	-0.5423	1
ESV_50	ESV_269	-0.4549	1
ESV_50	ESV_276	-0.5334	1
ESV_50	ESV_288	-0.4934	1
ESV_50	ESV_292	-0.5008	1
ESV_50	ESV_294	0.5986	0
ESV_50	ESV_296	-0.4911	1
ESV_50	ESV_299	-0.6502	1
ESV_50	ESV_301	0.4323	0
ESV_50	ESV_306	0.4579	0
ESV_50	ESV_330	-0.4584	1
ESV_50	ESV_332	0.6701	0
ESV_50	ESV_335	-0.5951	1
ESV_50	ESV_341	0.532	0
ESV_50	ESV_347	-0.5739	1
ESV_50	ESV_352	0.5322	0
ESV_50	ESV_353	0.5488	0
ESV_50	ESV_359	0.7077	0
ESV_50	ESV_363	-0.4931	1
ESV_50	ESV_379	-0.4317	1
ESV_50	ESV_382	-0.4314	1
ESV_50	ESV_389	-0.6168	1
ESV_50	ESV_391	0.4904	0
ESV_50	ESV_404	-0.4811	1
ESV_50	ESV_437	-0.5017	1
ESV_50	ESV_445	-0.5154	1
ESV_50	ESV_446	0.5765	0
ESV_50	ESV_447	-0.4159	1
ESV_50	ESV_448	-0.5409	1
ESV_50	ESV_452	0.5417	0
ESV_50	ESV_455	-0.5041	1
ESV_50	ESV_459	-0.5961	1
ESV_50	ESV_460	-0.4309	1
ESV_50	ESV_463	-0.4943	1
ESV_50	ESV_464	-0.598	1
ESV_50	ESV_468	-0.5454	1
ESV_50	ESV_479	0.5156	0
ESV_50	ESV_481	-0.4164	1
ESV_50	ESV_490	-0.4338	1
ESV_50	ESV_497	0.5582	0
ESV_50	ESV_499	-0.4432	1
ESV_50	ESV_505	-0.4726	1
ESV_50	ESV_506	-0.423	1
ESV_50	ESV_516	-0.4932	1
ESV_50	ESV_517	-0.5255	1
ESV_50	ESV_519	-0.4917	1
ESV_50	ESV_521	-0.4991	1
ESV_50	ESV_532	-0.4675	1
ESV_50	ESV_540	-0.5655	1
ESV_50	ESV_554	-0.5301	1
ESV_50	ESV_573	-0.4134	1
ESV_50	ESV_574	-0.5194	1
ESV_50	ESV_599	-0.4987	1
ESV_50	ESV_603	-0.4164	1
ESV_50	ESV_609	0.5675	0
ESV_50	ESV_621	-0.5186	1
ESV_50	ESV_625	-0.4862	1
ESV_50	ESV_637	-0.423	1
ESV_50	ESV_644	-0.6534	1
ESV_50	ESV_648	0.6827	0
ESV_50	ESV_650	-0.5005	1
ESV_50	ESV_653	-0.4354	1
ESV_50	ESV_670	-0.5073	1
ESV_50	ESV_676	0.4917	0
ESV_50	ESV_678	-0.4728	1
ESV_50	ESV_689	-0.5068	1
ESV_50	ESV_715	-0.5691	1
ESV_50	ESV_722	0.4651	0
ESV_50	ESV_733	0.4526	0
ESV_50	ESV_734	0.4392	0
ESV_50	ESV_743	-0.501	1
ESV_50	ESV_745	-0.6271	1
ESV_50	ESV_750	0.4692	0
ESV_50	ESV_758	-0.5628	1
ESV_50	ESV_763	0.499	0
ESV_50	ESV_770	0.4301	0
ESV_50	ESV_792	0.6908	0
ESV_50	ESV_799	0.529	0
ESV_50	ESV_801	-0.6355	1
ESV_50	ESV_806	0.5766	0
ESV_50	ESV_822	-0.4201	1
ESV_50	ESV_829	0.4551	0
ESV_50	ESV_836	0.4543	0
ESV_50	ESV_842	-0.483	1
ESV_50	ESV_848	-0.469	1
ESV_50	ESV_873	0.6887	0
ESV_50	ESV_876	-0.5418	1
ESV_50	ESV_881	-0.5165	1
ESV_50	ESV_885	0.473	0
ESV_50	ESV_890	0.458	0
ESV_50	ESV_899	0.4364	0
ESV_50	ESV_924	0.4407	0
ESV_50	ESV_932	-0.5218	1
ESV_50	ESV_951	-0.4505	1
ESV_50	ESV_955	-0.413	1
ESV_50	ESV_959	-0.6413	1
ESV_50	ESV_987	-0.4683	1
ESV_50	ESV_994	-0.4971	1
ESV_50	ESV_1006	-0.454	1
ESV_50	ESV_1016	-0.4254	1
ESV_50	ESV_1025	-0.5558	1
ESV_50	ESV_1036	-0.503	1
ESV_50	ESV_1041	-0.4146	1
ESV_50	ESV_1048	-0.5538	1
ESV_50	ESV_1062	-0.4796	1
ESV_50	ESV_1064	-0.4696	1
ESV_50	ESV_1072	-0.5549	1
ESV_50	ESV_1073	0.4689	0
ESV_50	ESV_1085	-0.4314	1
ESV_50	ESV_1089	0.4504	0
ESV_50	ESV_1092	0.442	0
ESV_50	ESV_1116	0.4786	0
ESV_50	ESV_1123	-0.5073	1
ESV_50	ESV_1149	-0.6153	1
ESV_50	ESV_1151	-0.4975	1
ESV_50	ESV_1152	-0.4259	1
ESV_50	ESV_1159	-0.4772	1
ESV_50	ESV_1169	0.4657	0
ESV_50	ESV_1185	0.5096	0
ESV_50	ESV_1204	-0.4331	1
ESV_50	ESV_1222	0.4552	0
ESV_50	ESV_1231	-0.4249	1
ESV_50	ESV_1241	0.5016	0
ESV_50	ESV_1287	0.6608	0
ESV_50	ESV_1289	0.5169	0
ESV_50	ESV_1292	-0.471	1
ESV_50	ESV_1307	-0.4706	1
ESV_50	ESV_1319	-0.4439	1
ESV_50	ESV_1357	0.4612	0
ESV_50	ESV_1362	0.5597	0
ESV_50	ESV_1415	0.4673	0
ESV_50	ESV_1473	0.4256	0
ESV_50	ESV_1534	-0.5075	1
ESV_50	ESV_1541	0.4479	0
ESV_50	ESV_1597	0.4204	0
ESV_50	ESV_1618	0.4732	0
ESV_50	ESV_1870	-0.4595	1
ESV_50	ESV_1952	0.4568	0
ESV_50	ESV_2055	0.4547	0
ESV_50	ESV_2614	-0.4467	1
ESV_50	ESV_2966	0.4576	0
ESV_50	ESV_3055	0.6592	0
ESV_50	ESV_3224	0.6787	0
ESV_50	ESV_4506	0.6222	0
ESV_50	ESV_4781	0.5328	0
ESV_50	ESV_5105	0.5489	0
ESV_50	ESV_6459	0.4973	0
ESV_50	ESV_9344	0.4369	0
ESV_51	ESV_52	0.4294	0
ESV_51	ESV_53	0.6334	0
ESV_51	ESV_62	0.5705	0
ESV_51	ESV_65	0.4631	0
ESV_51	ESV_67	-0.5051	1
ESV_51	ESV_71	0.6298	0
ESV_51	ESV_82	-0.4796	1
ESV_51	ESV_83	-0.5291	1
ESV_51	ESV_85	0.5707	0
ESV_51	ESV_88	-0.5729	1
ESV_51	ESV_99	-0.5019	1
ESV_51	ESV_100	0.4976	0
ESV_51	ESV_101	0.5605	0
ESV_51	ESV_105	-0.6006	1
ESV_51	ESV_132	0.5872	0
ESV_51	ESV_136	0.6066	0
ESV_51	ESV_143	-0.4317	1
ESV_51	ESV_145	0.4853	0
ESV_51	ESV_159	0.449	0
ESV_51	ESV_171	0.5645	0
ESV_51	ESV_175	0.5468	0
ESV_51	ESV_182	0.4547	0
ESV_51	ESV_183	0.4792	0
ESV_51	ESV_185	0.5062	0
ESV_51	ESV_195	0.462	0
ESV_51	ESV_198	0.6213	0
ESV_51	ESV_204	0.4772	0
ESV_51	ESV_205	0.6039	0
ESV_51	ESV_208	0.4215	0
ESV_51	ESV_213	-0.4451	1
ESV_51	ESV_220	0.4411	0
ESV_51	ESV_230	0.5878	0
ESV_51	ESV_241	0.5005	0
ESV_51	ESV_251	0.5573	0
ESV_51	ESV_252	0.4967	0
ESV_51	ESV_253	0.5466	0
ESV_51	ESV_255	0.4705	0
ESV_51	ESV_265	-0.5315	1
ESV_51	ESV_276	0.4578	0
ESV_51	ESV_299	0.5316	0
ESV_51	ESV_308	0.5278	0
ESV_51	ESV_319	0.4675	0
ESV_51	ESV_332	-0.5389	1
ESV_51	ESV_335	0.5121	0
ESV_51	ESV_345	0.4445	0
ESV_51	ESV_359	-0.4651	1
ESV_51	ESV_363	0.5085	0
ESV_51	ESV_395	-0.4543	1
ESV_51	ESV_436	-0.4791	1
ESV_51	ESV_446	-0.4198	1
ESV_51	ESV_447	0.4646	0
ESV_51	ESV_455	0.4934	0
ESV_51	ESV_459	0.4657	0
ESV_51	ESV_464	0.5368	0
ESV_51	ESV_473	0.513	0
ESV_51	ESV_479	-0.4731	1
ESV_51	ESV_497	-0.4254	1
ESV_51	ESV_519	0.4192	0
ESV_51	ESV_520	0.4647	0
ESV_51	ESV_540	0.4828	0
ESV_51	ESV_609	-0.463	1
ESV_51	ESV_619	0.4507	0
ESV_51	ESV_644	0.4892	0
ESV_51	ESV_653	0.4619	0
ESV_51	ESV_670	0.4391	0
ESV_51	ESV_750	-0.4464	1
ESV_51	ESV_792	-0.447	1
ESV_51	ESV_801	0.5038	0
ESV_51	ESV_873	-0.5338	1
ESV_51	ESV_1036	0.4761	0
ESV_51	ESV_1041	0.4229	0
ESV_51	ESV_1154	-0.5277	1
ESV_51	ESV_1185	-0.4386	1
ESV_51	ESV_1241	-0.446	1
ESV_51	ESV_1261	-0.4456	1
ESV_51	ESV_1289	-0.4197	1
ESV_51	ESV_1344	-0.4334	1
ESV_51	ESV_1362	-0.4422	1
ESV_51	ESV_1431	-0.4896	1
ESV_51	ESV_2587	-0.4325	1
ESV_51	ESV_3055	-0.417	1
ESV_51	ESV_3224	-0.5631	1
ESV_51	ESV_4506	-0.505	1
ESV_51	ESV_6493	-0.418	1
ESV_51	ESV_8355	-0.4245	1
ESV_51	ESV_9344	-0.5215	1
ESV_52	ESV_53	0.7218	0
ESV_52	ESV_54	-0.66	1
ESV_52	ESV_56	0.7151	0
ESV_52	ESV_62	0.6723	0
ESV_52	ESV_65	0.4863	0
ESV_52	ESV_67	-0.5428	1
ESV_52	ESV_71	0.5599	0
ESV_52	ESV_76	0.6324	0
ESV_52	ESV_78	0.7588	0
ESV_52	ESV_80	0.563	0
ESV_52	ESV_83	-0.4978	1
ESV_52	ESV_85	0.7921	0
ESV_52	ESV_88	-0.5915	1
ESV_52	ESV_90	0.4381	0
ESV_52	ESV_94	0.5089	0
ESV_52	ESV_99	-0.4938	1
ESV_52	ESV_101	0.6108	0
ESV_52	ESV_103	-0.7898	1
ESV_52	ESV_105	-0.5198	1
ESV_52	ESV_106	0.5756	0
ESV_52	ESV_108	0.5178	0
ESV_52	ESV_112	0.5353	0
ESV_52	ESV_113	0.438	0
ESV_52	ESV_118	-0.4884	1
ESV_52	ESV_125	-0.4425	1
ESV_52	ESV_132	0.6998	0
ESV_52	ESV_134	0.5225	0
ESV_52	ESV_136	0.7471	0
ESV_52	ESV_143	-0.4343	1
ESV_52	ESV_145	0.6895	0
ESV_52	ESV_156	0.5447	0
ESV_52	ESV_159	0.4438	0
ESV_52	ESV_161	0.4397	0
ESV_52	ESV_171	0.6579	0
ESV_52	ESV_173	0.4956	0
ESV_52	ESV_175	0.6393	0
ESV_52	ESV_182	0.7187	0
ESV_52	ESV_183	0.6208	0
ESV_52	ESV_185	0.6408	0
ESV_52	ESV_188	0.4638	0
ESV_52	ESV_189	-0.4255	1
ESV_52	ESV_190	0.4736	0
ESV_52	ESV_191	-0.5092	1
ESV_52	ESV_195	0.6776	0
ESV_52	ESV_197	0.4338	0
ESV_52	ESV_205	0.5589	0
ESV_52	ESV_206	-0.612	1
ESV_52	ESV_208	0.5997	0
ESV_52	ESV_220	0.6102	0
ESV_52	ESV_223	0.4301	0
ESV_52	ESV_224	-0.4678	1
ESV_52	ESV_230	0.8022	0
ESV_52	ESV_240	0.6732	0
ESV_52	ESV_241	0.7155	0
ESV_52	ESV_245	0.4552	0
ESV_52	ESV_251	0.5702	0
ESV_52	ESV_252	0.4773	0
ESV_52	ESV_253	0.5236	0
ESV_52	ESV_255	0.4472	0
ESV_52	ESV_257	0.4706	0
ESV_52	ESV_258	-0.5847	1
ESV_52	ESV_260	0.6039	0
ESV_52	ESV_263	0.5782	0
ESV_52	ESV_265	-0.4751	1
ESV_52	ESV_266	0.4461	0
ESV_52	ESV_269	0.5727	0
ESV_52	ESV_275	-0.4187	1
ESV_52	ESV_276	0.4902	0
ESV_52	ESV_292	0.4441	0
ESV_52	ESV_296	0.5233	0
ESV_52	ESV_299	0.729	0
ESV_52	ESV_306	-0.5091	1
ESV_52	ESV_308	0.4913	0
ESV_52	ESV_309	0.5058	0
ESV_52	ESV_316	0.4511	0
ESV_52	ESV_319	0.5908	0
ESV_52	ESV_325	0.4145	0
ESV_52	ESV_330	0.4784	0
ESV_52	ESV_332	-0.46	1
ESV_52	ESV_335	0.7641	0
ESV_52	ESV_336	-0.5158	1
ESV_52	ESV_341	-0.4468	1
ESV_52	ESV_345	0.5854	0
ESV_52	ESV_347	0.5087	0
ESV_52	ESV_352	-0.637	1
ESV_52	ESV_359	-0.5286	1
ESV_52	ESV_361	0.511	0
ESV_52	ESV_363	0.7652	0
ESV_52	ESV_367	-0.4451	1
ESV_52	ESV_368	-0.4395	1
ESV_52	ESV_372	0.5258	0
ESV_52	ESV_379	0.4594	0
ESV_52	ESV_380	-0.4706	1
ESV_52	ESV_381	0.5552	0
ESV_52	ESV_382	0.5129	0
ESV_52	ESV_389	0.498	0
ESV_52	ESV_397	-0.5881	1
ESV_52	ESV_404	0.5989	0
ESV_52	ESV_408	0.5716	0
ESV_52	ESV_413	0.5341	0
ESV_52	ESV_428	0.4866	0
ESV_52	ESV_436	-0.509	1
ESV_52	ESV_439	-0.5759	1
ESV_52	ESV_445	0.4616	0
ESV_52	ESV_447	0.7108	0
ESV_52	ESV_448	0.5695	0
ESV_52	ESV_455	0.5477	0
ESV_52	ESV_459	0.6617	0
ESV_52	ESV_463	0.5633	0
ESV_52	ESV_464	0.7656	0
ESV_52	ESV_468	0.6334	0
ESV_52	ESV_470	-0.5223	1
ESV_52	ESV_473	0.517	0
ESV_52	ESV_479	-0.54990000000000006	1
ESV_52	ESV_481	0.5081	0
ESV_52	ESV_484	0.5955	0
ESV_52	ESV_489	0.4917	0
ESV_52	ESV_490	0.6072	0
ESV_52	ESV_497	-0.5369	1
ESV_52	ESV_501	0.5719	0
ESV_52	ESV_505	0.4615	0
ESV_52	ESV_507	-0.5601	1
ESV_52	ESV_515	-0.4733	1
ESV_52	ESV_517	0.4272	0
ESV_52	ESV_519	0.6115	0
ESV_52	ESV_520	0.5911	0
ESV_52	ESV_521	0.5023	0
ESV_52	ESV_549	-0.4451	1
ESV_52	ESV_561	0.4841	0
ESV_52	ESV_590	0.4545	0
ESV_52	ESV_596	-0.5238	1
ESV_52	ESV_599	0.5158	0
ESV_52	ESV_609	-0.6889	1
ESV_52	ESV_610	0.4475	0
ESV_52	ESV_613	-0.4345	1
ESV_52	ESV_616	0.4224	0
ESV_52	ESV_619	0.5894	0
ESV_52	ESV_621	0.4325	0
ESV_52	ESV_644	0.6694	0
ESV_52	ESV_648	-0.4497	1
ESV_52	ESV_653	0.62	0
ESV_52	ESV_670	0.5896	0
ESV_52	ESV_702	-0.4542	1
ESV_52	ESV_703	0.4465	0
ESV_52	ESV_720	-0.4966	1
ESV_52	ESV_727	0.4609	0
ESV_52	ESV_734	-0.6674	1
ESV_52	ESV_743	0.446	0
ESV_52	ESV_750	-0.5482	1
ESV_52	ESV_758	0.5696	0
ESV_52	ESV_759	0.4648	0
ESV_52	ESV_792	-0.4837	1
ESV_52	ESV_800	-0.4703	1
ESV_52	ESV_801	0.6792	0
ESV_52	ESV_840	-0.4954	1
ESV_52	ESV_848	0.4328	0
ESV_52	ESV_852	-0.487	1
ESV_52	ESV_872	-0.4289	1
ESV_52	ESV_873	-0.4456	1
ESV_52	ESV_876	0.4952	0
ESV_52	ESV_881	0.6098	0
ESV_52	ESV_890	-0.5733	1
ESV_52	ESV_893	-0.5563	1
ESV_52	ESV_899	-0.4263	1
ESV_52	ESV_924	-0.4824	1
ESV_52	ESV_927	-0.5678	1
ESV_52	ESV_932	0.4409	0
ESV_52	ESV_946	-0.5904	1
ESV_52	ESV_959	0.5433	0
ESV_52	ESV_969	-0.4788	1
ESV_52	ESV_1005	0.6293	0
ESV_52	ESV_1016	0.4638	0
ESV_52	ESV_1025	0.5604	0
ESV_52	ESV_1036	0.65	0
ESV_52	ESV_1041	0.6314	0
ESV_52	ESV_1048	0.5361	0
ESV_52	ESV_1072	0.4514	0
ESV_52	ESV_1133	-0.5343	1
ESV_52	ESV_1134	-0.5441	1
ESV_52	ESV_1149	0.4507	0
ESV_52	ESV_1153	-0.4888	1
ESV_52	ESV_1154	-0.5672	1
ESV_52	ESV_1170	-0.5305	1
ESV_52	ESV_1178	-0.4164	1
ESV_52	ESV_1227	-0.5567	1
ESV_52	ESV_1231	0.4482	0
ESV_52	ESV_1241	-0.5811	1
ESV_52	ESV_1259	0.46	0
ESV_52	ESV_1261	-0.527	1
ESV_52	ESV_1281	-0.4394	1
ESV_52	ESV_1292	0.5746	0
ESV_52	ESV_1298	0.5164	0
ESV_52	ESV_1309	-0.4756	1
ESV_52	ESV_1314	-0.4977	1
ESV_52	ESV_1334	-0.5571	1
ESV_52	ESV_1344	-0.5557	1
ESV_52	ESV_1362	-0.5823	1
ESV_52	ESV_1380	-0.5963	1
ESV_52	ESV_1418	-0.4319	1
ESV_52	ESV_1450	-0.4559	1
ESV_52	ESV_1534	0.5152	0
ESV_52	ESV_1537	-0.6018	1
ESV_52	ESV_1625	-0.4847	1
ESV_52	ESV_1651	-0.5744	1
ESV_52	ESV_1678	0.441	0
ESV_52	ESV_1694	-0.63	1
ESV_52	ESV_1713	-0.5849	1
ESV_52	ESV_1733	-0.4178	1
ESV_52	ESV_1789	-0.4207	1
ESV_52	ESV_1808	-0.4851	1
ESV_52	ESV_1820	-0.5783	1
ESV_52	ESV_1882	-0.4747	1
ESV_52	ESV_1894	-0.5194	1
ESV_52	ESV_1914	0.538	0
ESV_52	ESV_2440	-0.4342	1
ESV_52	ESV_2567	-0.4915	1
ESV_52	ESV_2587	-0.4346	1
ESV_52	ESV_2597	-0.5917	1
ESV_52	ESV_2606	-0.4495	1
ESV_52	ESV_2614	0.5513	0
ESV_52	ESV_3133	-0.5035	1
ESV_52	ESV_3224	-0.4159	1
ESV_52	ESV_3470	-0.4639	1
ESV_52	ESV_3832	-0.4949	1
ESV_52	ESV_4374	-0.4481	1
ESV_52	ESV_4506	-0.4627	1
ESV_53	ESV_54	-0.6232	1
ESV_53	ESV_56	0.6832	0
ESV_53	ESV_62	0.6451	0
ESV_53	ESV_67	-0.6139	1
ESV_53	ESV_71	0.612	0
ESV_53	ESV_76	0.5173	0
ESV_53	ESV_78	0.5415	0
ESV_53	ESV_80	0.5271	0
ESV_53	ESV_83	-0.6557	1
ESV_53	ESV_84	-0.4978	1
ESV_53	ESV_85	0.7835	0
ESV_53	ESV_88	-0.7385	1
ESV_53	ESV_94	0.514	0
ESV_53	ESV_99	-0.4951	1
ESV_53	ESV_101	0.6403	0
ESV_53	ESV_102	-0.4649	1
ESV_53	ESV_103	-0.7417	1
ESV_53	ESV_105	-0.682	1
ESV_53	ESV_106	0.6171	0
ESV_53	ESV_108	0.4803	0
ESV_53	ESV_113	0.6118	0
ESV_53	ESV_118	-0.5089	1
ESV_53	ESV_125	-0.4732	1
ESV_53	ESV_132	0.851	0
ESV_53	ESV_134	0.4568	0
ESV_53	ESV_136	0.7656	0
ESV_53	ESV_145	0.6702	0
ESV_53	ESV_159	0.4577	0
ESV_53	ESV_161	0.5008	0
ESV_53	ESV_171	0.8181	0
ESV_53	ESV_173	0.5636	0
ESV_53	ESV_175	0.7705	0
ESV_53	ESV_182	0.7835	0
ESV_53	ESV_183	0.5092	0
ESV_53	ESV_185	0.7093	0
ESV_53	ESV_188	0.5399	0
ESV_53	ESV_190	0.544	0
ESV_53	ESV_191	-0.6239	1
ESV_53	ESV_195	0.47	0
ESV_53	ESV_197	0.4249	0
ESV_53	ESV_205	0.7281	0
ESV_53	ESV_206	-0.6642	1
ESV_53	ESV_208	0.6321	0
ESV_53	ESV_213	-0.4317	1
ESV_53	ESV_220	0.6167	0
ESV_53	ESV_229	0.4164	0
ESV_53	ESV_230	0.8196	0
ESV_53	ESV_240	0.5399	0
ESV_53	ESV_241	0.747	0
ESV_53	ESV_251	0.6789	0
ESV_53	ESV_252	0.5981	0
ESV_53	ESV_253	0.5573	0
ESV_53	ESV_255	0.6702	0
ESV_53	ESV_257	0.6183	0
ESV_53	ESV_260	0.5659	0
ESV_53	ESV_265	-0.6488	1
ESV_53	ESV_266	0.4874	0
ESV_53	ESV_269	0.5562	0
ESV_53	ESV_275	-0.4402	1
ESV_53	ESV_276	0.5636	0
ESV_53	ESV_277	0.4532	0
ESV_53	ESV_283	-0.4132	1
ESV_53	ESV_288	0.4471	0
ESV_53	ESV_296	0.6761	0
ESV_53	ESV_299	0.7917	0
ESV_53	ESV_306	-0.5405	1
ESV_53	ESV_308	0.6105	0
ESV_53	ESV_315	0.4386	0
ESV_53	ESV_319	0.6888	0
ESV_53	ESV_325	0.5644	0
ESV_53	ESV_330	0.5215	0
ESV_53	ESV_332	-0.5927	1
ESV_53	ESV_335	0.7438	0
ESV_53	ESV_341	-0.5193	1
ESV_53	ESV_345	0.5688	0
ESV_53	ESV_347	0.5722	0
ESV_53	ESV_352	-0.5686	1
ESV_53	ESV_359	-0.6557	1
ESV_53	ESV_361	0.455	0
ESV_53	ESV_363	0.7261	0
ESV_53	ESV_367	-0.4358	1
ESV_53	ESV_379	0.4755	0
ESV_53	ESV_380	-0.5514	1
ESV_53	ESV_381	0.4726	0
ESV_53	ESV_382	0.5615	0
ESV_53	ESV_389	0.5667	0
ESV_53	ESV_401	-0.4571	1
ESV_53	ESV_404	0.5779	0
ESV_53	ESV_408	0.4948	0
ESV_53	ESV_413	0.5064	0
ESV_53	ESV_429	-0.4355	1
