#Sp1	#Sp2	#Cor	#type
ESV_92	ESV_449	-0.4571	2
ESV_92	ESV_455	-0.6857	2
ESV_92	ESV_456	0.5829	1
ESV_92	ESV_457	-0.6319	2
ESV_92	ESV_458	0.4568	1
ESV_92	ESV_459	-0.5994	2
ESV_92	ESV_463	-0.4711	2
ESV_92	ESV_467	-0.5089	2
ESV_92	ESV_473	-0.5385	2
ESV_92	ESV_476	0.528	1
ESV_92	ESV_479	0.5167	1
ESV_92	ESV_481	-0.5841	2
ESV_92	ESV_482	0.8884	1
ESV_92	ESV_484	0.4717	1
ESV_92	ESV_490	-0.452	2
ESV_92	ESV_503	0.5955	1
ESV_92	ESV_509	-0.6218	2
ESV_92	ESV_513	-0.4475	2
ESV_92	ESV_516	-0.5113	2
ESV_92	ESV_518	-0.4683	2
ESV_92	ESV_520	-0.45	2
ESV_92	ESV_529	-0.4635	2
ESV_92	ESV_531	-0.4699	2
ESV_92	ESV_532	-0.632	2
ESV_92	ESV_552	0.6971	1
ESV_92	ESV_553	-0.4795	2
ESV_92	ESV_563	-0.609	2
ESV_92	ESV_565	0.4983	1
ESV_92	ESV_570	-0.4233	2
ESV_92	ESV_571	-0.4913	2
ESV_92	ESV_572	0.4617	1
ESV_92	ESV_574	-0.5819	2
ESV_92	ESV_592	0.541	1
ESV_92	ESV_593	0.4358	1
ESV_92	ESV_598	-0.6398	2
ESV_92	ESV_602	0.5903	1
ESV_92	ESV_603	-0.6252	2
ESV_92	ESV_605	-0.5781	2
ESV_92	ESV_620	0.528	1
ESV_92	ESV_629	0.6212	1
ESV_92	ESV_639	-0.5218	2
ESV_92	ESV_644	-0.676	2
ESV_92	ESV_648	0.5188	1
ESV_92	ESV_650	-0.6318	2
ESV_92	ESV_653	-0.446	2
ESV_92	ESV_654	0.4335	1
ESV_92	ESV_661	-0.6163	2
ESV_92	ESV_663	0.4565	1
ESV_92	ESV_666	0.7386	1
ESV_92	ESV_669	0.5228	1
ESV_92	ESV_680	0.5107	1
ESV_92	ESV_681	0.476	1
ESV_92	ESV_684	-0.5414	2
ESV_92	ESV_685	-0.6607	2
ESV_92	ESV_686	0.4442	1
ESV_92	ESV_688	0.4867	1
ESV_92	ESV_695	0.4635	1
ESV_92	ESV_700	-0.4896	2
ESV_92	ESV_702	0.4143	1
ESV_92	ESV_704	0.721	1
ESV_92	ESV_706	0.5496	1
ESV_92	ESV_707	-0.5434	2
ESV_92	ESV_709	0.4196	1
ESV_92	ESV_712	0.585	1
ESV_92	ESV_720	0.4221	1
ESV_92	ESV_723	0.4241	1
ESV_92	ESV_727	-0.6099	2
ESV_92	ESV_729	0.5519	1
ESV_92	ESV_733	0.4953	1
ESV_92	ESV_741	0.776	1
ESV_92	ESV_742	0.4284	1
ESV_92	ESV_750	0.4878	1
ESV_92	ESV_758	-0.524	2
ESV_92	ESV_760	-0.4747	2
ESV_92	ESV_764	0.5782	1
ESV_92	ESV_770	0.5543	1
ESV_92	ESV_775	-0.4517	2
ESV_92	ESV_776	-0.5895	2
ESV_92	ESV_784	0.5459	1
ESV_92	ESV_790	-0.4671	2
ESV_92	ESV_792	0.5192	1
ESV_92	ESV_809	-0.4662	2
ESV_92	ESV_811	-0.7015	2
ESV_92	ESV_817	0.5435	1
ESV_92	ESV_819	-0.5509	2
ESV_92	ESV_820	0.6372	1
ESV_92	ESV_828	-0.5565	2
ESV_92	ESV_836	0.4506	1
ESV_92	ESV_839	-0.4796	2
ESV_92	ESV_842	-0.5607	2
ESV_92	ESV_843	-0.6078	2
ESV_92	ESV_852	0.5501	1
ESV_92	ESV_858	0.6597	1
ESV_92	ESV_861	-0.5175	2
ESV_92	ESV_872	0.4385	1
ESV_92	ESV_876	-0.603	2
ESV_92	ESV_881	-0.5508	2
ESV_92	ESV_884	-0.4754	2
ESV_92	ESV_890	0.4838	1
ESV_92	ESV_891	-0.4785	2
ESV_92	ESV_896	-0.4394	2
ESV_92	ESV_906	0.5247	1
ESV_92	ESV_908	0.6737	1
ESV_92	ESV_918	0.4871	1
ESV_92	ESV_919	-0.5616	2
ESV_92	ESV_920	-0.5951	2
ESV_92	ESV_924	0.4696	1
ESV_92	ESV_927	0.4803	1
ESV_92	ESV_929	0.5224	1
ESV_92	ESV_930	0.4768	1
ESV_92	ESV_932	-0.449	2
ESV_92	ESV_935	-0.6801	2
ESV_92	ESV_940	0.5323	1
ESV_92	ESV_946	0.5322	1
ESV_92	ESV_950	0.4616	1
ESV_92	ESV_951	-0.5462	2
ESV_92	ESV_953	-0.4238	2
ESV_92	ESV_958	-0.4907	2
ESV_92	ESV_959	-0.4712	2
ESV_92	ESV_971	-0.4731	2
ESV_92	ESV_973	0.554	1
ESV_92	ESV_981	0.4369	1
ESV_92	ESV_983	-0.4724	2
ESV_92	ESV_985	0.4524	1
ESV_92	ESV_987	-0.6077	2
ESV_92	ESV_991	-0.5078	2
ESV_92	ESV_994	-0.5668	2
ESV_92	ESV_1001	-0.6186	2
ESV_92	ESV_1003	-0.5673	2
ESV_92	ESV_1004	-0.5116	2
ESV_92	ESV_1010	0.5264	1
ESV_92	ESV_1016	-0.5636	2
ESV_92	ESV_1022	0.5924	1
ESV_92	ESV_1023	0.4528	1
ESV_92	ESV_1025	-0.4613	2
ESV_92	ESV_1027	-0.5092	2
ESV_92	ESV_1031	0.4873	1
ESV_92	ESV_1039	0.628	1
ESV_92	ESV_1049	-0.69	2
ESV_92	ESV_1062	-0.5909	2
ESV_92	ESV_1064	-0.6262	2
ESV_92	ESV_1070	0.5255	1
ESV_92	ESV_1072	-0.5851	2
ESV_92	ESV_1073	0.5148	1
ESV_92	ESV_1075	-0.4394	2
ESV_92	ESV_1079	0.522	1
ESV_92	ESV_1085	-0.6687	2
ESV_92	ESV_1092	0.4514	1
ESV_92	ESV_1097	0.4988	1
ESV_92	ESV_1101	-0.6123	2
ESV_92	ESV_1104	0.4816	1
ESV_92	ESV_1106	0.4127	1
ESV_92	ESV_1109	-0.6023	2
ESV_92	ESV_1121	-0.6283	2
ESV_92	ESV_1123	-0.5638	2
ESV_92	ESV_1130	-0.5299	2
ESV_92	ESV_1141	0.4898	1
ESV_92	ESV_1151	-0.6728	2
ESV_92	ESV_1154	0.695	1
ESV_92	ESV_1157	-0.5992	2
ESV_92	ESV_1159	-0.5079	2
ESV_92	ESV_1161	0.548	1
ESV_92	ESV_1165	0.5056	1
ESV_92	ESV_1173	-0.5109	2
ESV_92	ESV_1175	0.4836	1
ESV_92	ESV_1178	0.4634	1
ESV_92	ESV_1184	0.6395	1
ESV_92	ESV_1185	0.5089	1
ESV_92	ESV_1187	-0.4681	2
ESV_92	ESV_1189	0.5281	1
ESV_92	ESV_1192	-0.4127	2
ESV_92	ESV_1203	-0.5523	2
ESV_92	ESV_1205	-0.4729	2
ESV_92	ESV_1221	0.5196	1
ESV_92	ESV_1228	0.5432	1
ESV_92	ESV_1231	-0.5901	2
ESV_92	ESV_1235	-0.4856	2
ESV_92	ESV_1239	-0.4294	2
ESV_92	ESV_1240	-0.6686	2
ESV_92	ESV_1249	-0.5943	2
ESV_92	ESV_1255	-0.4555	2
ESV_92	ESV_1259	-0.5419	2
ESV_92	ESV_1272	-0.5104	2
ESV_92	ESV_1287	0.5007	1
ESV_92	ESV_1290	-0.4257	2
ESV_92	ESV_1297	0.4198	1
ESV_92	ESV_1299	-0.6699	2
ESV_92	ESV_1304	0.5036	1
ESV_92	ESV_1316	-0.4464	2
ESV_92	ESV_1319	-0.6319	2
ESV_92	ESV_1323	-0.6228	2
ESV_92	ESV_1324	-0.5978	2
ESV_92	ESV_1328	-0.5514	2
ESV_92	ESV_1357	0.5579	1
ESV_92	ESV_1361	0.5068	1
ESV_92	ESV_1362	0.5084	1
ESV_92	ESV_1363	-0.5078	2
ESV_92	ESV_1366	-0.5238	2
ESV_92	ESV_1369	-0.6315	2
ESV_92	ESV_1398	0.6248	1
ESV_92	ESV_1399	0.5948	1
ESV_92	ESV_1400	-0.4398	2
ESV_92	ESV_1408	-0.5707	2
ESV_92	ESV_1417	0.5321	1
ESV_92	ESV_1431	0.5108	1
ESV_92	ESV_1434	0.5519	1
ESV_92	ESV_1439	-0.436	2
ESV_92	ESV_1444	-0.5948	2
ESV_92	ESV_1468	-0.622	2
ESV_92	ESV_1487	0.7387	1
ESV_92	ESV_1501	-0.49	2
ESV_92	ESV_1503	-0.4216	2
ESV_92	ESV_1505	0.4696	1
ESV_92	ESV_1509	-0.5149	2
ESV_92	ESV_1530	0.4651	1
ESV_92	ESV_1533	-0.5266	2
ESV_92	ESV_1534	-0.5515	2
ESV_92	ESV_1538	-0.5529	2
ESV_92	ESV_1541	0.4805	1
ESV_92	ESV_1548	-0.417	2
ESV_92	ESV_1556	0.4363	1
ESV_92	ESV_1587	0.5588	1
ESV_92	ESV_1615	-0.4666	2
ESV_92	ESV_1628	-0.4607	2
ESV_92	ESV_1639	-0.4698	2
ESV_92	ESV_1647	-0.4179	2
ESV_92	ESV_1650	-0.4145	2
ESV_92	ESV_1651	0.6117	1
ESV_92	ESV_1684	-0.6269	2
ESV_92	ESV_1690	0.5727	1
ESV_92	ESV_1730	-0.5087	2
ESV_92	ESV_1733	0.4146	1
ESV_92	ESV_1745	-0.4176	2
ESV_92	ESV_1751	0.7846	1
ESV_92	ESV_1761	-0.4693	2
ESV_92	ESV_1770	0.5131	1
ESV_92	ESV_1772	-0.6757	2
ESV_92	ESV_1783	-0.5004	2
ESV_92	ESV_1806	0.576	1
ESV_92	ESV_1820	0.4218	1
ESV_92	ESV_1830	0.4408	1
ESV_92	ESV_1858	-0.4698	2
ESV_92	ESV_1867	-0.416	2
ESV_92	ESV_1870	-0.5022	2
ESV_92	ESV_1890	-0.5298	2
ESV_92	ESV_1899	-0.5629	2
ESV_92	ESV_1906	0.4644	1
ESV_92	ESV_1913	-0.5637	2
ESV_92	ESV_1914	-0.5193	2
ESV_92	ESV_1924	-0.5084	2
ESV_92	ESV_1939	0.5994	1
ESV_92	ESV_1944	0.5677	1
ESV_92	ESV_1946	0.6307	1
ESV_92	ESV_1955	-0.4403	2
ESV_92	ESV_1958	-0.5632	2
ESV_92	ESV_1961	-0.6143	2
ESV_92	ESV_1995	-0.5826	2
ESV_92	ESV_2006	-0.5642	2
ESV_92	ESV_2019	0.4959	1
ESV_92	ESV_2028	-0.5583	2
ESV_92	ESV_2040	-0.4734	2
ESV_92	ESV_2048	-0.4751	2
ESV_92	ESV_2049	0.42	1
ESV_92	ESV_2060	0.7179	1
ESV_92	ESV_2085	0.4126	1
ESV_92	ESV_2101	-0.481	2
ESV_92	ESV_2113	-0.5208	2
ESV_92	ESV_2125	0.4645	1
ESV_92	ESV_2144	0.7922	1
ESV_92	ESV_2145	0.5301	1
ESV_92	ESV_2148	-0.4345	2
ESV_92	ESV_2166	-0.5007	2
ESV_92	ESV_2172	-0.4723	2
ESV_92	ESV_2203	-0.4768	2
ESV_92	ESV_2289	0.4987	1
ESV_92	ESV_2296	0.506	1
ESV_92	ESV_2323	0.7124	1
ESV_92	ESV_2344	-0.4518	2
ESV_92	ESV_2369	-0.4933	2
ESV_92	ESV_2374	-0.4279	2
ESV_92	ESV_2394	-0.445	2
ESV_92	ESV_2422	-0.6095	2
ESV_92	ESV_2464	-0.457	2
ESV_92	ESV_2490	0.5645	1
ESV_92	ESV_2539	0.5286	1
ESV_92	ESV_2587	0.4744	1
ESV_92	ESV_2614	-0.4178	2
ESV_92	ESV_2621	-0.5847	2
ESV_92	ESV_2649	-0.5577	2
ESV_92	ESV_2654	-0.4569	2
ESV_92	ESV_2682	-0.4729	2
ESV_92	ESV_2702	0.4551	1
ESV_92	ESV_2717	0.5315	1
ESV_92	ESV_2735	0.789	1
ESV_92	ESV_2816	-0.4795	2
ESV_92	ESV_2834	0.4465	1
ESV_92	ESV_2836	0.5091	1
ESV_92	ESV_2853	0.452	1
ESV_92	ESV_2969	0.7153	1
ESV_92	ESV_3103	-0.4574	2
ESV_92	ESV_3189	-0.4302	2
ESV_92	ESV_3224	0.5797	1
ESV_92	ESV_3304	-0.4358	2
ESV_92	ESV_3524	-0.5937	2
ESV_92	ESV_3540	0.7325	1
ESV_92	ESV_3551	-0.4162	2
ESV_92	ESV_3838	0.4528	1
ESV_92	ESV_3867	-0.5556	2
ESV_92	ESV_4546	0.4403	1
ESV_92	ESV_4828	0.5858	1
ESV_92	ESV_4909	-0.4856	2
ESV_92	ESV_5165	-0.4578	2
ESV_92	ESV_5536	0.4409	1
ESV_92	ESV_6374	-0.5169	2
ESV_95	ESV_128	0.5422	1
ESV_95	ESV_133	0.4813	1
ESV_95	ESV_148	0.4975	1
ESV_95	ESV_175	-0.5076	2
ESV_95	ESV_245	0.4396	1
ESV_95	ESV_271	0.6068	1
ESV_95	ESV_282	0.5234	1
ESV_95	ESV_306	0.4251	1
ESV_95	ESV_344	0.7131	1
ESV_95	ESV_358	0.4246	1
ESV_95	ESV_405	0.516	1
ESV_95	ESV_421	0.4432	1
ESV_95	ESV_467	-0.4316	2
ESV_95	ESV_489	-0.4307	2
ESV_95	ESV_518	-0.4526	2
ESV_95	ESV_542	0.5868	1
ESV_95	ESV_578	-0.423	2
ESV_95	ESV_598	-0.4225	2
ESV_95	ESV_644	-0.4606	2
ESV_95	ESV_676	0.5167	1
ESV_95	ESV_722	0.4797	1
ESV_95	ESV_742	0.4741	1
ESV_95	ESV_747	-0.4271	2
ESV_95	ESV_779	0.5658	1
ESV_95	ESV_811	-0.4235	2
ESV_95	ESV_858	0.4796	1
ESV_95	ESV_870	-0.429	2
ESV_95	ESV_947	-0.4644	2
ESV_95	ESV_1015	0.5353	1
ESV_95	ESV_1147	0.432	1
ESV_95	ESV_1149	-0.4455	2
ESV_95	ESV_1303	0.4628	1
ESV_95	ESV_1363	-0.4718	2
ESV_95	ESV_1582	0.4606	1
ESV_95	ESV_1825	0.4826	1
ESV_95	ESV_2004	0.4392	1
ESV_95	ESV_2028	-0.4249	2
ESV_95	ESV_2293	0.4204	1
ESV_95	ESV_2422	-0.4692	2
ESV_95	ESV_3811	-0.5029	2
ESV_96	ESV_99	0.5181	1
ESV_96	ESV_101	-0.4564	2
ESV_96	ESV_102	0.5098	1
ESV_96	ESV_103	0.4476	1
ESV_96	ESV_105	0.615	1
ESV_96	ESV_110	0.5842	1
ESV_96	ESV_113	-0.4316	2
ESV_96	ESV_118	0.4542	1
ESV_96	ESV_126	0.5543	1
ESV_96	ESV_128	0.4538	1
ESV_96	ESV_132	-0.4407	2
ESV_96	ESV_133	0.5593	1
ESV_96	ESV_138	0.6241	1
ESV_96	ESV_143	0.5352	1
ESV_96	ESV_162	0.687	1
ESV_96	ESV_163	0.5893	1
ESV_96	ESV_171	-0.4283	2
ESV_96	ESV_173	-0.4474	2
ESV_96	ESV_175	-0.5919	2
ESV_96	ESV_189	0.4255	1
ESV_96	ESV_191	0.5904	1
ESV_96	ESV_192	-0.4878	2
ESV_96	ESV_201	0.6004	1
ESV_96	ESV_203	-0.4298	2
ESV_96	ESV_205	-0.4209	2
ESV_96	ESV_206	0.4235	1
ESV_96	ESV_208	-0.5916	2
ESV_96	ESV_209	0.6426	1
ESV_96	ESV_212	0.4629	1
ESV_96	ESV_213	0.5188	1
ESV_96	ESV_222	0.5637	1
ESV_96	ESV_225	0.4419	1
ESV_96	ESV_228	0.6985	1
ESV_96	ESV_229	-0.5389	2
ESV_96	ESV_230	-0.6494	2
ESV_96	ESV_239	0.6585	1
ESV_96	ESV_241	-0.4546	2
ESV_96	ESV_251	-0.6545	2
ESV_96	ESV_252	-0.516	2
ESV_96	ESV_257	-0.4501	2
ESV_96	ESV_265	0.6436	1
ESV_96	ESV_269	-0.5437	2
ESV_96	ESV_271	0.7286	1
ESV_96	ESV_279	0.5673	1
ESV_96	ESV_289	0.4611	1
ESV_96	ESV_293	-0.5585	2
ESV_96	ESV_294	0.4503	1
ESV_96	ESV_296	-0.4916	2
ESV_96	ESV_298	0.6013	1
ESV_96	ESV_299	-0.4493	2
ESV_96	ESV_306	0.4366	1
ESV_96	ESV_311	-0.4662	2
ESV_96	ESV_312	0.4969	1
ESV_96	ESV_315	-0.5406	2
ESV_96	ESV_325	-0.5489	2
ESV_96	ESV_326	0.4702	1
ESV_96	ESV_328	-0.4701	2
ESV_96	ESV_330	-0.4136	2
ESV_96	ESV_335	-0.537	2
ESV_96	ESV_340	-0.5607	2
ESV_96	ESV_341	0.5858	1
ESV_96	ESV_344	0.6409	1
ESV_96	ESV_359	0.5597	1
ESV_96	ESV_361	-0.4335	2
ESV_96	ESV_375	0.6236	1
ESV_96	ESV_379	-0.6409	2
ESV_96	ESV_389	-0.5113	2
ESV_96	ESV_390	0.4594	1
ESV_96	ESV_391	0.4985	1
ESV_96	ESV_394	0.5616	1
ESV_96	ESV_395	0.6097	1
ESV_96	ESV_399	-0.4845	2
ESV_96	ESV_424	0.4217	1
ESV_96	ESV_437	-0.4801	2
ESV_96	ESV_441	-0.4428	2
ESV_96	ESV_445	-0.6111	2
ESV_96	ESV_446	0.554	1
ESV_96	ESV_447	-0.5527	2
ESV_96	ESV_448	-0.6504	2
ESV_96	ESV_455	-0.5496	2
ESV_96	ESV_456	0.4168	1
ESV_96	ESV_459	-0.4578	2
ESV_96	ESV_463	-0.5184	2
ESV_96	ESV_467	-0.5101	2
ESV_96	ESV_473	-0.447	2
ESV_96	ESV_479	0.5099	1
ESV_96	ESV_481	-0.6653	2
ESV_96	ESV_482	0.5681	1
ESV_96	ESV_503	0.629	1
ESV_96	ESV_516	-0.4374	2
ESV_96	ESV_518	-0.5025	2
ESV_96	ESV_520	-0.5878	2
ESV_96	ESV_529	-0.4424	2
ESV_96	ESV_531	-0.4546	2
ESV_96	ESV_532	-0.5003	2
ESV_96	ESV_542	0.4704	1
ESV_96	ESV_548	0.4326	1
ESV_96	ESV_552	0.581	1
ESV_96	ESV_553	-0.5805	2
ESV_96	ESV_563	-0.5019	2
ESV_96	ESV_582	-0.445	2
ESV_96	ESV_592	0.5009	1
ESV_96	ESV_598	-0.4602	2
ESV_96	ESV_602	0.558	1
ESV_96	ESV_603	-0.6761	2
ESV_96	ESV_605	-0.4714	2
ESV_96	ESV_620	0.4168	1
ESV_96	ESV_625	-0.4211	2
ESV_96	ESV_629	0.6047	1
ESV_96	ESV_644	-0.6324	2
ESV_96	ESV_648	0.4355	1
ESV_96	ESV_650	-0.6018	2
ESV_96	ESV_653	-0.4943	2
ESV_96	ESV_654	0.4426	1
ESV_96	ESV_661	-0.4661	2
ESV_96	ESV_669	0.536	1
ESV_96	ESV_685	-0.4921	2
ESV_96	ESV_688	0.4373	1
ESV_96	ESV_695	0.4553	1
ESV_96	ESV_700	-0.5433	2
ESV_96	ESV_706	0.5098	1
ESV_96	ESV_712	0.5151	1
ESV_96	ESV_727	-0.4251	2
ESV_96	ESV_733	0.4216	1
ESV_96	ESV_741	0.6544	1
ESV_96	ESV_758	-0.4164	2
ESV_96	ESV_770	0.4911	1
ESV_96	ESV_776	-0.4338	2
ESV_96	ESV_784	0.4564	1
ESV_96	ESV_792	0.4912	1
ESV_96	ESV_811	-0.581	2
ESV_96	ESV_819	-0.4389	2
ESV_96	ESV_820	0.6193	1
ESV_96	ESV_836	0.5581	1
ESV_96	ESV_842	-0.4886	2
ESV_96	ESV_843	-0.4728	2
ESV_96	ESV_852	0.5357	1
ESV_96	ESV_858	0.482	1
ESV_96	ESV_876	-0.6091	2
ESV_96	ESV_881	-0.6359	2
ESV_96	ESV_906	0.5034	1
ESV_96	ESV_908	0.6342	1
ESV_96	ESV_918	0.5768	1
ESV_96	ESV_919	-0.5685	2
ESV_96	ESV_920	-0.4371	2
ESV_96	ESV_924	0.45	1
ESV_96	ESV_929	0.4626	1
ESV_96	ESV_932	-0.5331	2
ESV_96	ESV_935	-0.5292	2
ESV_96	ESV_946	0.4686	1
ESV_96	ESV_950	0.4272	1
ESV_96	ESV_951	-0.4358	2
ESV_96	ESV_959	-0.5495	2
ESV_96	ESV_983	-0.4711	2
ESV_96	ESV_987	-0.5821	2
ESV_96	ESV_1004	-0.4712	2
ESV_96	ESV_1010	0.4604	1
ESV_96	ESV_1016	-0.4996	2
ESV_96	ESV_1022	0.4476	1
ESV_96	ESV_1025	-0.4271	2
ESV_96	ESV_1031	0.4776	1
ESV_96	ESV_1039	0.4569	1
ESV_96	ESV_1049	-0.5865	2
ESV_96	ESV_1062	-0.5287	2
ESV_96	ESV_1064	-0.5754	2
ESV_96	ESV_1066	-0.5255	2
ESV_96	ESV_1070	0.5224	1
ESV_96	ESV_1072	-0.519	2
ESV_96	ESV_1073	0.4134	1
ESV_96	ESV_1079	0.4376	1
ESV_96	ESV_1085	-0.6235	2
ESV_96	ESV_1104	0.445	1
ESV_96	ESV_1109	-0.4357	2
ESV_96	ESV_1123	-0.4928	2
ESV_96	ESV_1151	-0.5555	2
ESV_96	ESV_1152	-0.5744	2
ESV_96	ESV_1154	0.4181	1
ESV_96	ESV_1157	-0.4461	2
ESV_96	ESV_1161	0.548	1
ESV_96	ESV_1165	0.4985	1
ESV_96	ESV_1168	-0.4204	2
ESV_96	ESV_1184	0.4875	1
ESV_96	ESV_1189	0.4188	1
ESV_96	ESV_1196	0.4442	1
ESV_96	ESV_1205	-0.49	2
ESV_96	ESV_1220	0.4605	1
ESV_96	ESV_1221	0.5078	1
ESV_96	ESV_1231	-0.5358	2
ESV_96	ESV_1235	-0.4261	2
ESV_96	ESV_1240	-0.4548	2
ESV_96	ESV_1249	-0.4355	2
ESV_96	ESV_1259	-0.4391	2
ESV_96	ESV_1262	0.5165	1
ESV_96	ESV_1288	0.4313	1
ESV_96	ESV_1292	-0.4489	2
ESV_96	ESV_1298	-0.4668	2
ESV_96	ESV_1299	-0.4986	2
ESV_96	ESV_1304	0.5141	1
ESV_96	ESV_1311	0.4487	1
ESV_96	ESV_1316	-0.4257	2
ESV_96	ESV_1319	-0.4699	2
ESV_96	ESV_1323	-0.5156	2
ESV_96	ESV_1353	-0.4829	2
ESV_96	ESV_1357	0.449	1
ESV_96	ESV_1363	-0.4407	2
ESV_96	ESV_1369	-0.605	2
ESV_96	ESV_1381	0.4273	1
ESV_96	ESV_1398	0.4912	1
ESV_96	ESV_1406	0.4248	1
ESV_96	ESV_1415	0.4755	1
ESV_96	ESV_1434	0.4341	1
ESV_96	ESV_1444	-0.4803	2
ESV_96	ESV_1487	0.5798	1
ESV_96	ESV_1505	0.5244	1
ESV_96	ESV_1530	0.4656	1
ESV_96	ESV_1534	-0.6194	2
ESV_96	ESV_1541	0.5117	1
ESV_96	ESV_1556	0.4231	1
ESV_96	ESV_1573	-0.4761	2
ESV_96	ESV_1587	0.4891	1
ESV_96	ESV_1639	-0.491	2
ESV_96	ESV_1640	-0.4446	2
ESV_96	ESV_1641	0.4424	1
ESV_96	ESV_1651	0.5754	1
ESV_96	ESV_1684	-0.4424	2
ESV_96	ESV_1690	0.4303	1
ESV_96	ESV_1751	0.5858	1
ESV_96	ESV_1772	-0.4692	2
ESV_96	ESV_1783	-0.4567	2
ESV_96	ESV_1806	0.5407	1
ESV_96	ESV_1830	0.4709	1
ESV_96	ESV_1870	-0.4807	2
ESV_96	ESV_1890	-0.4231	2
ESV_96	ESV_1899	-0.4934	2
ESV_96	ESV_1906	0.4622	1
ESV_96	ESV_1913	-0.4359	2
ESV_96	ESV_1914	-0.613	2
ESV_96	ESV_1939	0.4557	1
ESV_96	ESV_1944	0.5357	1
ESV_96	ESV_1946	0.4872	1
ESV_96	ESV_1958	-0.5242	2
ESV_96	ESV_1961	-0.5143	2
ESV_96	ESV_1993	-0.498	2
ESV_96	ESV_1995	-0.4379	2
ESV_96	ESV_2006	-0.5923	2
ESV_96	ESV_2028	-0.6269	2
ESV_96	ESV_2048	-0.5049	2
ESV_96	ESV_2113	-0.4395	2
ESV_96	ESV_2125	0.457	1
ESV_96	ESV_2144	0.59	1
ESV_96	ESV_2172	-0.4424	2
ESV_96	ESV_2203	-0.456	2
ESV_96	ESV_2251	0.4759	1
ESV_96	ESV_2289	0.4837	1
ESV_96	ESV_2296	0.5298	1
ESV_96	ESV_2323	0.5412	1
ESV_96	ESV_2369	-0.5385	2
ESV_96	ESV_2394	-0.4551	2
ESV_96	ESV_2422	-0.4897	2
ESV_96	ESV_2614	-0.45	2
ESV_96	ESV_2621	-0.4469	2
ESV_96	ESV_2649	-0.4669	2
ESV_96	ESV_2682	-0.5019	2
ESV_96	ESV_2702	0.4565	1
ESV_96	ESV_2717	0.5497	1
ESV_96	ESV_2735	0.6528	1
ESV_96	ESV_2834	0.4157	1
ESV_96	ESV_2836	0.5096	1
ESV_96	ESV_2969	0.5418	1
ESV_96	ESV_3103	-0.4596	2
ESV_96	ESV_3189	-0.4217	2
ESV_96	ESV_3224	0.4665	1
ESV_96	ESV_3524	-0.4565	2
ESV_96	ESV_3540	0.5529	1
ESV_96	ESV_3867	-0.4595	2
ESV_96	ESV_4828	0.4996	1
ESV_96	ESV_5323	0.4547	1
ESV_96	ESV_6374	-0.4554	2
ESV_97	ESV_868	0.4564	1
ESV_97	ESV_1409	-0.4388	2
ESV_97	ESV_2059	0.4231	1
ESV_97	ESV_9607	0.4151	1
ESV_99	ESV_110	0.4406	1
ESV_99	ESV_118	0.4487	1
ESV_99	ESV_129	0.5059	1
ESV_99	ESV_130	0.4245	1
ESV_99	ESV_138	0.6654	1
ESV_99	ESV_152	0.5663	1
ESV_99	ESV_168	0.4132	1
ESV_99	ESV_172	0.4696	1
ESV_99	ESV_187	0.4788	1
ESV_99	ESV_194	0.4307	1
ESV_99	ESV_197	0.5274	1
ESV_99	ESV_201	0.4518	1
ESV_99	ESV_213	0.4539	1
ESV_99	ESV_216	0.4176	1
ESV_99	ESV_228	0.5423	1
ESV_99	ESV_232	0.4919	1
ESV_99	ESV_259	0.457	1
ESV_99	ESV_304	0.6479	1
ESV_99	ESV_320	0.4525	1
ESV_99	ESV_323	0.457	1
ESV_99	ESV_326	0.5068	1
ESV_99	ESV_349	0.4949	1
ESV_99	ESV_375	0.4224	1
ESV_99	ESV_415	0.4844	1
ESV_99	ESV_426	0.5169	1
ESV_99	ESV_429	0.4304	1
ESV_99	ESV_547	-0.4242	2
ESV_99	ESV_552	0.4982	1
ESV_99	ESV_733	0.4737	1
ESV_99	ESV_931	0.5817	1
ESV_99	ESV_987	-0.4471	2
ESV_99	ESV_1511	-0.4668	2
ESV_99	ESV_1573	-0.4146	2
ESV_99	ESV_1843	-0.4163	2
ESV_99	ESV_1913	-0.4499	2
ESV_99	ESV_2113	-0.4609	2
ESV_99	ESV_3149	-0.4221	2
ESV_99	ESV_6374	-0.4674	2
ESV_100	ESV_104	0.4282	1
ESV_100	ESV_106	0.52	1
ESV_100	ESV_112	0.5862	1
ESV_100	ESV_129	0.5994	1
ESV_100	ESV_142	0.516	1
ESV_100	ESV_157	0.4679	1
ESV_100	ESV_160	0.6461	1
ESV_100	ESV_168	0.4725	1
ESV_100	ESV_181	0.4957	1
ESV_100	ESV_182	0.422	1
ESV_100	ESV_183	0.5893	1
ESV_100	ESV_184	0.5758	1
ESV_100	ESV_188	0.6212	1
ESV_100	ESV_194	0.6259	1
ESV_100	ESV_195	0.5357	1
ESV_100	ESV_216	0.5804	1
ESV_100	ESV_263	0.486	1
ESV_100	ESV_285	0.5109	1
ESV_100	ESV_304	0.5916	1
ESV_100	ESV_319	0.4456	1
ESV_100	ESV_365	0.479	1
ESV_100	ESV_385	0.4499	1
ESV_100	ESV_409	0.4128	1
ESV_100	ESV_484	0.4621	1
ESV_100	ESV_485	0.4985	1
ESV_100	ESV_610	0.4223	1
ESV_100	ESV_696	0.4344	1
ESV_100	ESV_753	0.424	1
ESV_100	ESV_1325	-0.4802	2
