Sp1	Sp2	Cor
ESV_1	ESV_881	0.6027
ESV_1	ESV_892	-0.4154
ESV_1	ESV_921	-0.4873
ESV_1	ESV_926	0.5115
ESV_1	ESV_932	0.5929
ESV_1	ESV_940	-0.4944
ESV_1	ESV_946	-0.5061
ESV_1	ESV_950	-0.5971
ESV_1	ESV_959	0.5664
ESV_1	ESV_998	0.5027
ESV_1	ESV_1011	0.4998
ESV_1	ESV_1015	0.5878
ESV_1	ESV_1061	-0.4165
ESV_1	ESV_1062	0.4325
ESV_1	ESV_1072	0.4121
ESV_1	ESV_1079	-0.6106
ESV_1	ESV_1086	0.4623
ESV_1	ESV_1099	0.4363
ESV_1	ESV_1103	0.5491
ESV_1	ESV_1106	-0.4769
ESV_1	ESV_1124	-0.4245
ESV_1	ESV_1131	0.4226
ESV_1	ESV_1154	-0.4797
ESV_1	ESV_1166	0.4304
ESV_1	ESV_1169	-0.6567
ESV_1	ESV_1175	-0.5414
ESV_1	ESV_1183	-0.4346
ESV_1	ESV_1184	0.5326
ESV_1	ESV_1188	0.6303
ESV_1	ESV_1203	0.4424
ESV_1	ESV_1204	-0.4235
ESV_1	ESV_1209	0.4739
ESV_1	ESV_1241	-0.4781
ESV_1	ESV_1259	0.7132
ESV_1	ESV_1261	-0.4352
ESV_1	ESV_1264	-0.4974
ESV_1	ESV_1280	-0.5605
ESV_1	ESV_1298	0.5193
ESV_1	ESV_1309	-0.4606
ESV_1	ESV_1314	-0.4118
ESV_1	ESV_1362	-0.4261
ESV_1	ESV_1364	-0.5581
ESV_1	ESV_1380	-0.5444
ESV_1	ESV_1395	0.5162
ESV_1	ESV_1398	-0.5684
ESV_1	ESV_1418	-0.5387
ESV_1	ESV_1424	0.4364
ESV_1	ESV_1431	-0.4466
ESV_1	ESV_1437	-0.6166
ESV_1	ESV_1442	-0.472
ESV_1	ESV_1449	-0.5382
ESV_1	ESV_1452	0.413
ESV_1	ESV_1467	0.4549
ESV_1	ESV_1528	0.4217
ESV_1	ESV_1530	-0.5775
ESV_1	ESV_1539	-0.433
ESV_1	ESV_1541	-0.4494
ESV_1	ESV_1549	0.5881
ESV_1	ESV_1568	-0.4959
ESV_1	ESV_1620	-0.5336
ESV_1	ESV_1628	-0.3939
ESV_1	ESV_1637	0.5887
ESV_1	ESV_1639	0.4695
ESV_1	ESV_1692	0.4959
ESV_1	ESV_1702	0.475
ESV_1	ESV_1809	-0.4972
ESV_1	ESV_1820	-0.5196
ESV_1	ESV_1826	-0.4289
ESV_1	ESV_1911	-0.4327
ESV_1	ESV_1914	0.4361
ESV_1	ESV_1917	-0.4882
ESV_1	ESV_1924	0.509
ESV_1	ESV_1939	-0.4988
ESV_1	ESV_1990	0.4627
ESV_1	ESV_2019	0.4686
ESV_1	ESV_2060	-0.5561
ESV_1	ESV_2071	-0.4378
ESV_1	ESV_2074	-0.4473
ESV_1	ESV_2115	-0.4878
ESV_1	ESV_2117	0.5059
ESV_1	ESV_2181	0.4623
ESV_1	ESV_2223	-0.438
ESV_1	ESV_2262	-0.5154
ESV_1	ESV_2279	-0.4705
ESV_1	ESV_2289	-0.4652
ESV_1	ESV_2296	-0.4253
ESV_1	ESV_2328	-0.4533
ESV_1	ESV_2347	-0.4436
ESV_1	ESV_2348	-0.5018
ESV_1	ESV_2361	-0.5581
ESV_1	ESV_2396	-0.4395
ESV_1	ESV_2408	-0.3955
ESV_1	ESV_2415	-0.4162
ESV_1	ESV_2430	-0.4524
ESV_1	ESV_2437	0.438
ESV_1	ESV_2451	-0.6048
ESV_1	ESV_2459	0.4951
ESV_1	ESV_2702	-0.5777
ESV_1	ESV_2717	-0.5664
ESV_1	ESV_2753	-0.3915
ESV_1	ESV_2836	-0.4492
ESV_1	ESV_2950	-0.4573
ESV_1	ESV_2962	-0.4608
ESV_1	ESV_3055	-0.4068
ESV_1	ESV_3058	-0.4302
ESV_1	ESV_3072	-0.4532
ESV_1	ESV_3331	-0.5437
ESV_1	ESV_3432	-0.3961
ESV_1	ESV_3507	0.5293
ESV_1	ESV_3677	-0.5123
ESV_1	ESV_3755	-0.4858
ESV_1	ESV_3832	-0.5494
ESV_1	ESV_3838	-0.4914
ESV_1	ESV_3891	-0.4786
ESV_1	ESV_4205	-0.4715
ESV_1	ESV_4506	-0.3703
ESV_1	ESV_4643	-0.4339
ESV_1	ESV_5056	-0.547
ESV_1	ESV_5323	-0.4031
ESV_1	ESV_5383	-0.4003
ESV_1	ESV_5430	-0.4902
ESV_1	ESV_7673	-0.5104
ESV_1	ESV_7819	-0.4032
ESV_1	ESV_7949	-0.4977
ESV_1	ESV_8912	-0.3747
ESV_1	ESV_10349	-0.4284
ESV_1	ESV_10964	-0.4405
ESV_1	ESV_11078	-0.4389
ESV_1	ESV_12206	-0.4093
ESV_1	ESV_12612	-0.4591
ESV_1	ESV_12762	-0.508
ESV_1	ESV_13193	-0.4705
ESV_1	ESV_18399	-0.3882
ESV_1	ESV_20022	-0.3893
ESV_1	ESV_22684	-0.3795
ESV_2	ESV_4	0.7278
ESV_2	ESV_8	0.6672
ESV_2	ESV_13	0.7415
ESV_2	ESV_17	-0.4963
ESV_2	ESV_20	0.6315
ESV_2	ESV_24	-0.6372
ESV_2	ESV_30	0.3806
ESV_2	ESV_31	0.5029
ESV_2	ESV_32	-0.5574
ESV_2	ESV_33	-0.5629
ESV_2	ESV_34	-0.4487
ESV_2	ESV_39	-0.4407
ESV_2	ESV_45	0.8009
ESV_2	ESV_51	0.6905
ESV_2	ESV_58	0.7718
ESV_2	ESV_59	-0.4364
ESV_2	ESV_62	0.657
ESV_2	ESV_65	0.6514
ESV_2	ESV_71	0.5264
ESV_2	ESV_80	0.937
ESV_2	ESV_84	-0.4599
ESV_2	ESV_86	0.4227
ESV_2	ESV_88	-0.522
ESV_2	ESV_99	-0.5257
ESV_2	ESV_100	0.6279
ESV_2	ESV_101	0.6138
ESV_2	ESV_102	-0.4104
ESV_2	ESV_103	-0.7841
ESV_2	ESV_104	0.5912
ESV_2	ESV_105	-0.4222
ESV_2	ESV_106	0.4844
ESV_2	ESV_108	0.5223
ESV_2	ESV_112	0.7431
ESV_2	ESV_113	0.5153
ESV_2	ESV_118	-0.4584
