module	0	108	12	132	156	204	24	36	48	60	72	84
1_Carrageenan	0.004664995043442767	0.17710908529048208	3.7316264831634073e-4	0.1719650974768893	0.27494632605892166	0.40417314367240903	0.0013454032057138112	0.0017910495074613855	0.006315362553955792	0.012848156353853458	0.022859326000095513	0.08620039030070405
101_Carrageenan	0.0011662487608606917	1.1588380716934487e-4	0	1.0678219483174177e-4	1.214585022737746e-4	1.9697195545239667e-4	2.1371425407635026e-4	1.2679996513000958e-4	1.8830209449868188e-4	3.7585060927361924e-4	4.2980626880402426e-4	3.234536221414786e-4
105_Carrageenan	8.163741326024841e-4	0.0024528739184177997	0	0.005758611221283217	0.009077236890519449	0.02457358233427738	8.969354704758742e-5	0	2.317564239983777e-4	4.648678588384238e-4	2.3878126044668015e-4	0.002070103181705463
127_Carrageenan	0	0.007223423980222497	2.846155792243277e-4	0.006574732281782958	0.009952452568668708	0.018959881603884073	2.4471943083354095e-4	1.0302497166813279e-4	8.690865899939164e-5	2.8683335970881466e-4	4.457250195004696e-4	7.762886931395487e-4
135_Carrageenan	0	0.007455191594561187	5.059832519543603e-5	0.007345089544497666	0.007280365518645666	0.0070137986840143945	0.0011726600780666058	9.430747406544463e-4	0.001361568990990469	0.0051926728912802655	0.0036453939094859837	0.006727835340542755
139_Carrageenan	0.005772931366260423	0.27653739184178	0.038960710400485744	0.5195030051560545	0.4053391728675995	0.23545069312834055	0.05989867951166847	0.12303559116521243	0.12616240331411685	0.20157461623674633	0.16999633868733982	0.4381826219150611
142_Carrageenan	0	0.0014871755253399257	0	7.398480641913537e-4	2.1791084231471326e-4	3.726496454504802e-5	2.214655482656479e-6	0	2.8969552999797213e-5	0.0010583161892704542	7.641000334293764e-4	0.00141241415001779
167_Carrageenan	0	6.180469715698393e-4	1.8974371948288512e-5	0.0016627513195228362	0.002500616223283595	0.00385692383041247	6.865431996235085e-5	0	0	1.384712771008071e-4	0	0
180_Carrageenan	0.003848620910840282	1.5451174289245981e-4	4.364105548106358e-4	2.2881898892516092e-5	5.322740246703651e-4	0.03436628266007964	0.002149323145918113	0.0014898995902776126	5.069671774964512e-4	5.538851084032284e-4	4.934812715898056e-4	0.0070620707500889494
19_Carrageenan	0.979707271561024	0.36671430778739184	0.95133073595264	0.12949629313237943	0.09245849870146572	0.10577926364430058	0.9100096891177366	0.8408739687596586	0.8076856224108462	0.6529514163633486	0.7138604562313949	0.3094157349405384
21_Carrageenan	0	0.0025301297898640295	3.1623953247147516e-5	8.847667571772889e-4	2.393446956571441e-4	4.79120972722046e-5	1.450599341139994e-4	0.0011332746883494606	0.0019409600509864133	0.004421190061718626	0.007004250306435951	0.004517568922575985
218_Carrageenan	0	7.339307787391842e-4	0	0.002799218964517802	0.004983370902115164	0.0038622473967760483	0	0	0	3.066149707232157e-4	2.3878126044668015e-4	1.9407217328488717e-4
256_Carrageenan	0	9.463844252163165e-4	0	0.0015102053269060623	0.0014646466450661056	0.00199101381997828	5.86883702903967e-5	0	0	0	0	0
276_Carrageenan	0	5.794190358467244e-5	0	6.864569667754828e-5	5.358463335607703e-5	8.783884499904176e-5	4.429310965312958e-6	0	1.4484776499898606e-5	2.9672416521601518e-5	4.775625208933603e-5	4.3127149618863816e-5
280_Carrageenan	0	1.3519777503090234e-4	2.5299162597718014e-5	4.5763797785032184e-5	5.965755846976576e-4	3.859585613594259e-4	3.986379868781663e-5	0	0	3.362873872448172e-4	6.367500278578137e-5	2.803264725226148e-4
29_Carrageenan	0	0.00865265760197775	0	0.0070552521585257955	0.011156320664735238	0.011735802048508336	1.2402070702876284e-4	1.426499607712608e-4	0.0013325994379906718	6.132299414464314e-4	0.0014167688119836356	0.00423724245005337
299_Carrageenan	0	3.8627935723114956e-4	0	4.5001067821948316e-4	0.001979059125284445	0.003766423202231639	0	0	3.1866508299776934e-4	0	0	0
334_Carrageenan	0	0.027541718170580966	0.0010372656665064387	0.026985386093907313	0.03254016168270038	0.037150507868231084	0.0022334800542590594	0.004279498823137824	0.005460760740461775	0.008328058237062827	0.006606281539024817	0.01807027569030394
335_Carrageenan	0	0.005369283065512979	2.5299162597718014e-5	0.0033712664368307044	0.003336536503638397	0.0013575094227124636	1.1294742961548044e-4	9.430747406544463e-4	0.001911990497986616	0.00528169014084507	0.006319744026488801	0.01113758638907158
35_Carrageenan	0	0.05817367119901112	3.352139044197637e-4	0.06043872227476584	0.060182687876655316	0.04927759204446243	0.0023718960219250894	0.004271573825317198	0.00799559662794403	0.02111686975787308	0.03709068912271765	0.04616761366699371
368_Carrageenan	8.163741326024841e-4	0.004770550061804697	0	0.0033941483357232205	0.0038080812771718745	0.0048311364749472965	0.00075630484732718765	6.022998343675456e-4	0.0014050233204901648	0.0020375059344833043	0.0030564001337175057	0.00402160670195905
54_Carrageenan	0.003207184092366902	0.022095179233621757	0.007090090318010474	0.013980840223327334	0.04392511011642155	0.011778390579416964	0.01880796168646015	0.01927359469976146	0.0342564964222602	0.07714828295616395	0.01230519428835225	0.027385740007978523
