2	4	6	9	14	15	22	33	37	38	41	42	44	47	49	53	57	58	60	64	66	70	75	82	90	92	96	101	102	113	126	127	128	151	155	166	167	170	172	176	181	187	202	210	213	217	219	231	242	246	260	275	302	348	403	596	n_members	Family	S	X
0.1721311475409836	0.00819672131147541	0.00819672131147541	0.040983606557377046	0.02459016393442623	0.10655737704918032	0	0.02459016393442623	0.01639344262295082	0.04918032786885246	0.02459016393442623	0	0	0	0	0.00819672131147541	0	0.14754098360655737	0	0	0	0.00819672131147541	0	0	0.00819672131147541	0.00819672131147541	0.00819672131147541	0	0.03278688524590164	0	0	0	0.00819672131147541	0.00819672131147541	0.00819672131147541	0.02459016393442623	0.04918032786885246	0	0	0.09836065573770492	0.02459016393442623	0.00819672131147541	0	0.00819672131147541	0	0.02459016393442623	0.00819672131147541	0	0.00819672131147541	0	0.00819672131147541	0	0.00819672131147541	0.00819672131147541	0	0	122	Rhodobacteraceae	2.8746794015093924	17.71974228808519
0.08196721311475409	0	0	0.5081967213114754	0	0	0	0	0	0	0.03278688524590164	0	0	0	0	0.01639344262295082	0.01639344262295082	0	0	0.08196721311475409	0.01639344262295082	0	0	0	0.03278688524590164	0	0	0	0.01639344262295082	0.01639344262295082	0.01639344262295082	0.03278688524590164	0	0	0	0	0.04918032786885246	0	0	0	0	0	0	0	0.01639344262295082	0	0	0	0	0.03278688524590164	0	0	0	0	0.03278688524590164	0	61	Saprospiraceae	1.9342297472063552	6.918712844554896
0.38	0	0	0.04	0.02	0	0	0	0	0.02	0.02	0	0	0	0.02	0	0	0.04	0	0.02	0	0.02	0	0	0	0.06	0.08	0	0	0	0.04	0	0	0	0	0	0.02	0.06	0	0	0.02	0	0	0	0.02	0	0.02	0	0	0	0.02	0	0.04	0.02	0.02	0	50	Flavobacteriaceae	2.439495620925543	11.467255440239196
0.2857142857142857	0	0.023809523809523808	0.35714285714285715	0	0	0	0	0	0	0.047619047619047616	0	0.023809523809523808	0	0	0.023809523809523808	0	0	0.07142857142857142	0.07142857142857142	0.023809523809523808	0.023809523809523808	0	0	0	0	0	0	0	0	0	0	0	0.023809523809523808	0	0	0.023809523809523808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	Flammeovirgaceae	1.8705838823996135	6.492085907563664
0	0	0.125	0.5	0	0	0	0	0	0	0	0	0	0	0	0.025	0	0	0.025	0.075	0	0	0.025	0	0	0	0	0	0.075	0	0	0	0	0	0.05	0	0	0	0	0	0	0.025	0	0	0	0	0	0	0.025	0	0	0	0	0	0	0.05	40	Planctomycetaceae	1.7557270169264672	5.787653935160076
0.3611111111111111	0	0	0.19444444444444445	0	0.1111111111111111	0	0	0.05555555555555555	0	0.08333333333333333	0	0	0	0	0	0	0.027777777777777776	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1111111111111111	0	0	0	0.027777777777777776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027777777777777776	0	36	Oceanospirillaceae	1.840791193831929	6.301522014558833
0.45714285714285713	0	0	0	0	0.11428571428571428	0	0	0.08571428571428572	0	0.17142857142857143	0	0.02857142857142857	0	0	0.02857142857142857	0	0.02857142857142857	0	0	0	0.08571428571428572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	Colwelliaceae	1.6339529886981836	5.124090207090807
0.058823529411764705	0	0.029411764705882353	0.20588235294117646	0.029411764705882353	0.029411764705882353	0	0	0	0.029411764705882353	0	0.029411764705882353	0	0	0	0.029411764705882353	0	0.08823529411764706	0	0.029411764705882353	0	0	0	0	0	0	0	0	0.08823529411764706	0	0.08823529411764706	0	0	0	0	0	0.029411764705882353	0.029411764705882353	0.029411764705882353	0	0.029411764705882353	0.029411764705882353	0	0	0	0.029411764705882353	0	0	0	0.029411764705882353	0	0	0.029411764705882353	0.029411764705882353	0	0	34	Alteromonadaceae	2.794149465718512	16.348717693222692
0.5517241379310345	0	0.034482758620689655	0.1724137931034483	0	0.034482758620689655	0	0	0	0	0.034482758620689655	0	0.034482758620689655	0	0	0	0	0	0	0	0	0.06896551724137931	0	0	0	0.034482758620689655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.034482758620689655	0	0	0	0	0	0	0	0	0	0	0	0	0	29	Cryomorphaceae	1.5122991582924432	4.537150438573445
0	0	0.047619047619047616	0.19047619047619047	0	0	0	0	0	0	0	0.047619047619047616	0	0	0	0	0	0.09523809523809523	0	0	0.09523809523809523	0	0	0.047619047619047616	0	0	0	0.047619047619047616	0.14285714285714285	0.047619047619047616	0	0	0	0	0	0	0.14285714285714285	0	0	0	0	0	0	0	0	0.047619047619047616	0	0	0	0	0	0.047619047619047616	0	0	0	0	21	Thioalkalispiraceae	2.3345491092125656	10.324803520892939
0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	Porphyromonadaceae	-0	1
0.8666666666666667	0	0	0.06666666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06666666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	Campylobacteraceae	0.48509409130221154	1.6243278367756078
