substrate	family	mean_X	sd_X
AgaroseCarrageenan	Planctomycetaceae	5.874629583553576	1.6261125090353663
AgaroseCarrageenan	Polyangiaceae	3.752771133548578	0.9689360361872248
AgaroseCarrageenan	Porphyromonadaceae	7.534139685547282	1.7538920375377869
AgaroseCarrageenan	Prolixibacteraceae	4.260602556316295	1.134589046258042
AgaroseCarrageenan	Pseudoalteromonadaceae	5.0982114798447995	1.3647873876006476
AgaroseCarrageenan	Pseudomonadaceae	3.3210582015184746	0.8930917538173363
AgaroseCarrageenan	Puniceicoccaceae	5.157117307365935	1.4849666549041227
AgaroseCarrageenan	Rhodobacteraceae	13.468194219397642	1.7120161666265943
AgaroseCarrageenan	Rhodospirillaceae	3.50949811050258	0.8266968494255085
AgaroseCarrageenan	Saprospiraceae	10.910088564512717	1.8153168441185454
AgaroseCarrageenan	Syntrophaceae	3.7530841918408555	1.028468594421558
AgaroseCarrageenan	Thioalkalispiraceae	4.89027057743666	1.3111275530776976
AgaroseCarrageenan	Thiotrichaceae	3.224004672484189	0.8533929971111088
AgaroseCarrageenan	Verrucomicrobiaceae	5.030021008872376	1.4015545971195393
AgaroseChitosan	Alteromonadaceae	10.121600246737817	1.8530349174937213
AgaroseChitosan	Alteromonadales	8.824409181993653	2.1131409395805045
AgaroseChitosan	Anaerolineaceae	4.023166233684627	1.006493450087677
AgaroseChitosan	Arenicellaceae	3.6132009915240646	0.83961112452503
AgaroseChitosan	Bacteriovoracaceae	4.186876287633525	1.1585247131076368
AgaroseChitosan	Bradymonadaceae	4.30167452244073	1.114029417732937
AgaroseChitosan	Campylobacteraceae	9.451210059412015	2.033797476829568
AgaroseChitosan	Candidatus Carsonella	10.566857783635614	2.052203837852408
AgaroseChitosan	Chloroplast	3.4084243789327613	0.7184246587712252
AgaroseChitosan	Clostridiales	5.71367987930676	1.5669622607658564
AgaroseChitosan	Cocleimonas	6.169973775133996	1.458464881452406
AgaroseChitosan	Colwelliaceae	10.49226379401602	2.039697896194967
AgaroseChitosan	Cryomorphaceae	9.540386912449387	1.6206665412532557
AgaroseChitosan	Cytophagaceae	6.192484446756315	1.4999023563002556
AgaroseChitosan	Desulfobacteraceae	6.708841108735355	1.4987452587096344
AgaroseChitosan	Desulfobulbaceae	3.8917462628848463	0.95177613205831
AgaroseChitosan	Ectothiorhodospiraceae	4.967588368727002	1.089727066734188
AgaroseChitosan	Flammeovirgaceae	7.650511908694863	1.850718186009577
AgaroseChitosan	Flavobacteriaceae	12.43001603410181	1.79649065793664
AgaroseChitosan	Halioglobus	6.590366649235822	1.4478622633282168
AgaroseChitosan	Helicobacteraceae	4.931098522171981	1.2359575346072755
AgaroseChitosan	Hyphomonadaceae	6.810345674422127	1.729271269345352
AgaroseChitosan	Kofleriaceae	4.205821032407	1.0522616049203009
AgaroseChitosan	Marinilabiliaceae	3.9576614317173977	0.9172650342450236
AgaroseChitosan	Myxococcaceae	3.0931215549385036	0.769653506683109
AgaroseChitosan	Nannocystaceae	6.1675881901668665	1.480709769402611
AgaroseChitosan	Oceanospirillaceae	9.813342858112977	1.6561571303252094
AgaroseChitosan	Phyllobacteriaceae	5.663512819121599	1.1655486541666695
AgaroseChitosan	Planctomycetaceae	6.9308534520501635	1.912212467557845
AgaroseChitosan	Polyangiaceae	5.725190176766577	1.2524445452206818
AgaroseChitosan	Porphyromonadaceae	6.8824093937336395	1.8629320777077043
AgaroseChitosan	Prolixibacteraceae	8.277101807190192	1.8222938469862229
AgaroseChitosan	Pseudoalteromonadaceae	3.024300417906132	0.7558905392000056
AgaroseChitosan	Pseudomonadaceae	4.709453516764438	0.9768641537379802
AgaroseChitosan	Psychromonadaceae	3.0803656979969216	0.8241281261999583
AgaroseChitosan	Puniceicoccaceae	3.770907738130918	0.9365701498795289
AgaroseChitosan	Rhodobacteraceae	12.990293344014978	1.4635240049016627
AgaroseChitosan	Saprospiraceae	10.991392542666585	1.563727109365197
AgaroseChitosan	Spongiibacter	3.3889093654721227	0.7835225453364987
AgaroseChitosan	Syntrophaceae	3.8198220527029996	0.8273778326886535
AgaroseChitosan	Thiotrichaceae	4.185795957608979	0.9532546604659778
AgaroseChitosan	Vibrionaceae	3.202427678510236	0.8554323370587142
Alginate	Alteromonadaceae	6.595461765174403	1.2974008733953497
Alginate	Alteromonadales	6.9793425021605024	1.815735475974168
Alginate	Anaerolineaceae	4.313292005318741	1.3725338559676494
Alginate	Arenicellaceae	4.276335513907252	1.2563648968186942
Alginate	Bacteriovoracaceae	4.867760218694859	1.5830567775000368
Alginate	Bradymonadaceae	3.643211346645333	1.1055328457677256
Alginate	Campylobacteraceae	6.038092784077693	1.6667354518470532
Alginate	Candidatus Carsonella	7.59170020323903	1.3385063248700562
Alginate	Chloroplast	3.4544145167621196	1.0820752464964105
Alginate	Clostridiales	4.745105308078774	1.1752893467043062
Alginate	Cocleimonas	2.9535027829867695	0.802469129237399
Alginate	Colwelliaceae	7.730530166189429	1.5000595073956753
Alginate	Cryomorphaceae	6.1217025886109555	1.6916178238978097
Alginate	Cytophagaceae	4.779326325023017	1.403604980121115
Alginate	Desulfobacteraceae	4.654017167595896	1.3054625330707212
Alginate	Desulfobulbaceae	3.6032542471267224	1.1002470403634124
Alginate	Ectothiorhodospiraceae	3.817505938976102	1.0248505627106275
Alginate	Flammeovirgaceae	6.2662258849366905	1.7107641603185737
Alginate	Flavobacteriaceae	8.340806323948993	1.0251815486599432
Alginate	Helicobacteraceae	3.175722587810649	0.8593501768957208
Alginate	Hyphomonadaceae	4.989813511999125	1.553562169473926
Alginate	Kofleriaceae	2.9511633329162845	0.7804832995799138
Alginate	Nannocystaceae	4.650506567907917	1.4041711397273107
Alginate	Oceanospirillaceae	6.645393961886484	1.344407295807557
Alginate	Parachlamydiaceae	3.4257392822621657	1.075146032760057
Alginate	Phyllobacteriaceae	3.3994153563684093	0.9968933588349008
Alginate	Planctomycetaceae	4.432108968928824	0.9610463674466764
Alginate	Polyangiaceae	3.364647600366765	0.9351951423633074
Alginate	Porphyromonadaceae	5.4255475613232855	1.243638331318646
Alginate	Prolixibacteraceae	5.321023697616123	1.4599744543130346
Alginate	Pseudomonadaceae	3.2188421876869144	1.0789175201128791
Alginate	Pseudomonadales	3.5275001805710424	1.0346136843566365
Alginate	Psychromonadaceae	7.191922913786726	1.4245168803330135
Alginate	Puniceicoccaceae	4.886431072257124	1.4052273568696425
Alginate	Rhodobacteraceae	8.4386076615133	0.9816666702663331
Alginate	Rhodospirillaceae	3.148805606981027	0.84184407745201
Alginate	Sandaracinaceae	2.9125145340432734	0.8667717690027855
Alginate	Saprospiraceae	8.045889314422555	1.314658185283225
Alginate	Syntrophaceae	3.1734459731603026	1.0314731693044723
Alginate	Thioalkalispiraceae	3.114109803881999	0.732265276729137
Alginate	Verrucomicrobiaceae	4.391302243913548	1.1104432726244549
Alginate	Vibrionaceae	3.404969764688839	1.0490080156566948
Carrageenan	Alteromonadaceae	6.48881628625401	1.4553724096151714
Carrageenan	Alteromonadales	5.506251031150445	1.4525461976642535
Carrageenan	Anaerolineaceae	3.636145831557152	0.9559616157718304
Carrageenan	Bradymonadaceae	3.8852242927726004	0.9499946955856342
Carrageenan	Campylobacteraceae	6.730561756337018	1.7638171260448432
Carrageenan	Candidatus Carsonella	6.16903337589528	1.5989007006593599
Carrageenan	Clostridiales	4.150949358785551	1.1819016662028543
Carrageenan	Colwelliaceae	8.478347246297288	1.4673665540795338
Carrageenan	Cryomorphaceae	5.571009528978107	1.6377395538544819
Carrageenan	Cytophagaceae	3.3946262808411074	0.9504127138676018
Carrageenan	Flammeovirgaceae	6.201069410252609	1.5310915909192577
Carrageenan	Flavobacteriaceae	6.892230594348377	1.514052257314401
Carrageenan	Helicobacteraceae	3.091752077946742	0.8496128790521419
Carrageenan	Hyphomonadaceae	4.173292548862301	1.1998008409367265
Carrageenan	Nannocystaceae	5.393896477960999	1.2650244205499845
Carrageenan	Oceanospirillaceae	6.66370466922203	1.5277990648031137
Carrageenan	Planctomycetaceae	4.584820234455461	1.2771000158451262
Carrageenan	Porphyromonadaceae	5.783605740669395	1.6280082038937973
Carrageenan	Prolixibacteraceae	3.569596390070351	0.8419211861813092
Carrageenan	Puniceicoccaceae	3.672781719791605	0.9567085810821097
Carrageenan	Rhodobacteraceae	9.021791093827533	1.4780507923429413
Carrageenan	Saprospiraceae	8.340144905476212	1.5390703576600837
Carrageenan	Syntrophaceae	2.7953572465178924	0.7857053304052163
Carrageenan	Thioalkalispiraceae	4.148822084277874	0.8580834699284141
Carrageenan	Verrucomicrobiaceae	4.761562479191802	1.2160324519278263
Chitin	Alteromonadaceae	10.798908501701412	2.195131164716989
Chitin	Alteromonadales	6.031319153177731	1.5519737982109505
Chitin	Anaerolineaceae	6.4814158832601825	1.4975475861770584
Chitin	Arenicellaceae	4.084249006484453	1.0390075285543663
Chitin	Bradymonadaceae	3.1883206204416656	0.8212408084291101
Chitin	Campylobacteraceae	7.266617015076986	1.959378707782604
Chitin	Candidatus Brocadiaceae	5.064661936504313	1.3267612670583893
Chitin	Candidatus Carsonella	6.417571749564244	1.4954704288931961
Chitin	Chitinophagaceae	3.243415927453732	0.7747107854740657
Chitin	Chloroplast	5.2461834360625765	1.1901758584689708
Chitin	Chromatiaceae	4.074332792014684	0.8964082380978992
Chitin	Clostridiaceae 3	3.401561463922609	0.6944000968269395
Chitin	Clostridiales	4.396881243978169	1.1477445011327634
Chitin	Cocleimonas	3.789939051312013	0.8327438075903454
Chitin	Colwelliaceae	10.823464188995997	2.745400629324693
Chitin	Cryomorphaceae	10.069622955187542	2.5084967791196915
Chitin	Cytophagaceae	6.874445121860749	1.7670041276334343
Chitin	Desulfobacteraceae	6.845109924517131	1.7767968874906197
Chitin	Desulfobulbaceae	6.0715662720156915	1.847734593647904
Chitin	Desulfuromonadaceae	3.2365530124435797	0.7509482041502729
Chitin	Ectothiorhodospiraceae	6.868628017466025	1.6983925098369217
Chitin	Flammeovirgaceae	11.471891046884963	2.4346867035367974
Chitin	Flavobacteriaceae	12.692947994854151	2.693337864660538
Chitin	Halioglobus	7.386304679393048	2.0790614086156896
Chitin	Helicobacteraceae	5.512994596458278	1.471470781279121
Chitin	Hyphomonadaceae	5.746468871092094	1.4818929852972327
Chitin	Kofleriaceae	5.057777456851886	1.2543334635540961
Chitin	Methylococcaceae	3.1785112344657986	0.8370078539704571
Chitin	Nannocystaceae	5.13715775837063	0.993588555988055
Chitin	Oceanospirillaceae	11.469559972344111	2.5272870904530538
Chitin	Oceanospirillales	3.3840046724841892	0.7931032566360505
Chitin	Phycisphaeraceae	3.416760529425771	0.76086116172406
Chitin	Phyllobacteriaceae	5.476429193729065	1.5557839490096634
Chitin	Planctomycetaceae	11.393853176997084	2.5566913856143003
Chitin	Polyangiaceae	5.024801793223142	1.5297352922557053
Chitin	Porphyromonadaceae	8.188061080895938	2.072016574324589
Chitin	Prolixibacteraceae	6.992066732054967	1.9236158024952639
Chitin	Pseudomonadales	5.206830808153233	1.5259866525912236
Chitin	Rhodobacteraceae	16.073546715715295	1.5915234205621358
Chitin	Rhodospirillaceae	3.5490131239632183	0.7054264185611687
Chitin	Rhodothermaceae	5.4714634428017375	1.2898330535266778
Chitin	Sandaracinaceae	3.3029309409143703	0.6964921477876016
Chitin	Saprospiraceae	13.699647265013104	2.717069130953175
Chitin	Shewanellaceae	3.3302788424638843	0.7674254434339571
Chitin	Spongiibacter	3.544108430975285	0.7171709695902676
Chitin	Syntrophaceae	3.8854892188199512	0.8560185998290448
Chitin	Tepidisphaeraceae	4.462408522074908	1.1533240927171595
Chitin	Thioalkalispiraceae	8.782387270701477	2.0301472023499083
Chitin	Thiolapillus	3.968467867316318	1.076524221725262
Chitin	Thiotrichaceae	4.1158657964433845	1.0146386471577444
Chitin	Verrucomicrobiaceae	7.1927825294085315	1.7177244298195329
Chitin	Vibrionaceae	3.522653328196551	0.9975316897745518
