Sp1	Sp2	Cor
ESV_1	ESV_2515	0.4128
ESV_1	ESV_2526	-0.3998
ESV_1	ESV_2532	-0.5953
ESV_1	ESV_2552	0.5509
ESV_1	ESV_2571	-0.4778
ESV_1	ESV_2572	-0.5351
ESV_1	ESV_2584	-0.433
ESV_1	ESV_2589	-0.4467
ESV_1	ESV_2598	-0.4808
ESV_1	ESV_2647	-0.4799
ESV_1	ESV_2648	-0.5112
ESV_1	ESV_2656	0.5975
ESV_1	ESV_2661	-0.4093
ESV_1	ESV_2674	-0.581
ESV_1	ESV_2692	-0.5388
ESV_1	ESV_2700	-0.4627
ESV_1	ESV_2704	0.5944
ESV_1	ESV_2711	-0.4796
ESV_1	ESV_2717	-0.5279
ESV_1	ESV_2776	-0.4388
ESV_1	ESV_2781	-0.506
ESV_1	ESV_2785	-0.5542
ESV_1	ESV_2798	-0.5354
ESV_1	ESV_2853	-0.4442
ESV_1	ESV_2856	0.5012
ESV_1	ESV_2902	-0.5343
ESV_1	ESV_2931	-0.3964
ESV_1	ESV_2939	-0.4168
ESV_1	ESV_2949	0.4732
ESV_1	ESV_2959	0.6619
ESV_1	ESV_2966	-0.6711
ESV_1	ESV_2979	-0.4824
ESV_1	ESV_3002	0.6004
ESV_1	ESV_3027	-0.4761
ESV_1	ESV_3035	-0.507
ESV_1	ESV_3039	-0.5838
ESV_1	ESV_3045	-0.5713
ESV_1	ESV_3055	-0.6343
ESV_1	ESV_3065	-0.5527
ESV_1	ESV_3072	-0.4844
ESV_1	ESV_3088	0.5323
ESV_1	ESV_3109	0.4383
ESV_1	ESV_3111	-0.3891
ESV_1	ESV_3149	0.4325
ESV_1	ESV_3190	-0.566
ESV_1	ESV_3191	-0.4339
ESV_1	ESV_3212	0.4227
ESV_1	ESV_3224	-0.4756
ESV_1	ESV_3231	0.6057
ESV_1	ESV_3293	-0.5779
ESV_1	ESV_3331	-0.561
ESV_1	ESV_3359	-0.6059
ESV_1	ESV_3390	-0.412
ESV_1	ESV_3426	-0.468
ESV_1	ESV_3450	0.571
ESV_1	ESV_3491	-0.4335
ESV_1	ESV_3521	0.5017
ESV_1	ESV_3551	0.5682
ESV_1	ESV_3568	-0.5001
ESV_1	ESV_3647	-0.539
ESV_1	ESV_3692	-0.6351
ESV_1	ESV_3746	-0.4857
ESV_1	ESV_3747	-0.4387
ESV_1	ESV_3793	-0.5198
ESV_1	ESV_3830	0.4041
ESV_1	ESV_3888	-0.5359
ESV_1	ESV_3986	-0.5052
ESV_1	ESV_4052	-0.4307
ESV_1	ESV_4062	-0.4997
ESV_1	ESV_4205	-0.6479
ESV_1	ESV_4337	-0.6579
ESV_1	ESV_4374	-0.4491
ESV_1	ESV_4413	-0.4052
ESV_1	ESV_4453	-0.4652
ESV_1	ESV_4505	-0.4257
ESV_1	ESV_4506	-0.5234
ESV_1	ESV_4591	0.7379
ESV_1	ESV_4630	-0.4403
ESV_1	ESV_4732	0.474
ESV_1	ESV_4781	-0.5577
ESV_1	ESV_5105	-0.5328
ESV_1	ESV_5255	-0.4066
ESV_1	ESV_5383	-0.4604
ESV_1	ESV_5902	-0.4274
ESV_1	ESV_6450	-0.3781
ESV_1	ESV_6459	-0.5736
ESV_1	ESV_6786	-0.4549
ESV_1	ESV_8356	-0.4425
ESV_1	ESV_9344	-0.4983
ESV_1	ESV_13515	-0.369
ESV_2	ESV_4	0.476
ESV_2	ESV_6	0.6498
ESV_2	ESV_8	0.4676
ESV_2	ESV_10	0.6677
ESV_2	ESV_13	0.794
ESV_2	ESV_14	-0.4984
ESV_2	ESV_18	0.5387
ESV_2	ESV_20	0.7344
ESV_2	ESV_22	0.5317
ESV_2	ESV_24	-0.6609
ESV_2	ESV_27	-0.5268
ESV_2	ESV_30	0.5609
ESV_2	ESV_31	0.7755
ESV_2	ESV_32	-0.5326
ESV_2	ESV_33	-0.4876
ESV_2	ESV_36	0.5488
ESV_2	ESV_40	0.7902
ESV_2	ESV_42	0.696
ESV_2	ESV_43	-0.433
ESV_2	ESV_45	0.6741
ESV_2	ESV_48	0.7611
ESV_2	ESV_50	-0.4956
ESV_2	ESV_51	0.7029
ESV_2	ESV_61	0.4281
ESV_2	ESV_62	0.7302
ESV_2	ESV_65	0.6858
ESV_2	ESV_66	-0.5706
ESV_2	ESV_67	-0.4739
ESV_2	ESV_71	0.5591
ESV_2	ESV_80	0.7206
ESV_2	ESV_84	-0.499
ESV_2	ESV_86	0.5385
ESV_2	ESV_90	0.467
ESV_2	ESV_96	0.6931
ESV_2	ESV_100	0.5416
ESV_2	ESV_102	-0.4877
ESV_2	ESV_104	0.5896
ESV_2	ESV_105	-0.4934
ESV_2	ESV_106	0.8552
ESV_2	ESV_108	0.7065
ESV_2	ESV_109	-0.4628
ESV_2	ESV_112	0.7029
ESV_2	ESV_113	0.5874
ESV_2	ESV_118	-0.6074
ESV_2	ESV_119	-0.4434
ESV_2	ESV_124	0.6354
ESV_2	ESV_128	0.4415
ESV_2	ESV_134	0.7007
ESV_2	ESV_136	0.5064
ESV_2	ESV_137	0.7315
ESV_2	ESV_141	0.6407
ESV_2	ESV_142	0.575
ESV_2	ESV_144	-0.5308
ESV_2	ESV_150	0.5258
ESV_2	ESV_156	-0.4376
ESV_2	ESV_157	0.5389
