Sp1	Sp2	Cor
ESV_25	ESV_223	0.5728
ESV_25	ESV_226	0.6434
ESV_25	ESV_229	-0.5847
ESV_25	ESV_255	-0.4992
ESV_25	ESV_257	-0.5691
ESV_25	ESV_260	-0.4913
ESV_25	ESV_262	-0.4789
ESV_25	ESV_277	-0.413
ESV_25	ESV_283	0.7381
ESV_25	ESV_288	-0.4503
ESV_25	ESV_294	0.5787
ESV_25	ESV_303	-0.5465
ESV_25	ESV_321	0.6458
ESV_25	ESV_340	-0.4596
ESV_25	ESV_363	-0.4724
ESV_25	ESV_379	-0.5474
ESV_25	ESV_391	0.4741
ESV_25	ESV_411	0.5416
ESV_25	ESV_438	-0.5239
ESV_25	ESV_447	-0.4377
ESV_25	ESV_455	-0.5138
ESV_25	ESV_459	-0.4928
ESV_25	ESV_460	-0.5571
ESV_25	ESV_474	0.6074
ESV_25	ESV_481	-0.4313
ESV_25	ESV_525	-0.4483
ESV_25	ESV_554	-0.4715
ESV_25	ESV_572	0.5018
ESV_25	ESV_680	0.563
ESV_25	ESV_686	0.4483
ESV_25	ESV_750	0.5501
ESV_25	ESV_759	0.5154
ESV_25	ESV_799	0.5445
ESV_25	ESV_809	-0.4802
ESV_25	ESV_842	-0.5546
ESV_25	ESV_856	0.5228
ESV_25	ESV_888	-0.4887
ESV_25	ESV_1010	0.6367
ESV_25	ESV_1073	0.4138
ESV_25	ESV_1169	0.4819
ESV_25	ESV_1171	0.5559
ESV_25	ESV_1247	0.5964
ESV_25	ESV_1248	0.5104
ESV_25	ESV_1266	-0.4451
ESV_25	ESV_1384	0.5255
ESV_25	ESV_1443	0.5062
ESV_25	ESV_1878	-0.4369
ESV_25	ESV_2259	0.485
ESV_25	ESV_2908	0.464
ESV_25	ESV_3262	0.5328
ESV_25	ESV_3457	-0.3835
ESV_25	ESV_5248	0.3915
ESV_27	ESV_32	0.5794
ESV_27	ESV_33	0.4557
ESV_27	ESV_34	0.445
ESV_27	ESV_42	-0.5687
ESV_27	ESV_50	0.6109
ESV_27	ESV_62	-0.5006
ESV_27	ESV_88	0.5296
ESV_27	ESV_101	-0.5819
ESV_27	ESV_102	0.6165
ESV_27	ESV_103	0.4351
ESV_27	ESV_113	-0.4204
ESV_27	ESV_133	0.4015
ESV_27	ESV_134	-0.5299
ESV_27	ESV_141	-0.404
ESV_27	ESV_144	0.5159
ESV_27	ESV_153	0.4258
ESV_27	ESV_191	0.5751
ESV_27	ESV_205	-0.3889
ESV_27	ESV_206	0.6532
ESV_27	ESV_223	0.462
ESV_27	ESV_229	-0.5142
ESV_27	ESV_252	-0.4739
ESV_27	ESV_257	-0.4607
ESV_27	ESV_262	-0.4638
ESV_27	ESV_277	-0.4561
ESV_27	ESV_283	0.5799
ESV_27	ESV_294	0.4457
ESV_27	ESV_321	0.4454
ESV_27	ESV_335	-0.4599
ESV_27	ESV_346	-0.4243
ESV_27	ESV_379	-0.4087
ESV_27	ESV_391	0.4227
ESV_27	ESV_411	0.5892
ESV_27	ESV_438	-0.517
ESV_27	ESV_455	-0.5097
ESV_27	ESV_460	-0.4868
ESV_27	ESV_497	0.4683
ESV_27	ESV_503	0.4
ESV_27	ESV_518	-0.4181
ESV_27	ESV_529	-0.4169
ESV_27	ESV_531	-0.4042
ESV_27	ESV_654	0.4176
ESV_27	ESV_680	0.4204
ESV_27	ESV_733	0.4441
ESV_27	ESV_750	0.4914
ESV_27	ESV_759	0.3956
ESV_27	ESV_799	0.4328
ESV_27	ESV_842	-0.5062
ESV_27	ESV_891	-0.4033
ESV_27	ESV_1010	0.4385
ESV_27	ESV_1266	-0.4795
ESV_27	ESV_1878	-0.4688
ESV_27	ESV_3262	0.5274
ESV_27	ESV_4781	0.3361
ESV_28	ESV_30	0.6143
ESV_28	ESV_3149	0.3593
ESV_28	ESV_7279	0.3492
ESV_30	ESV_58	0.4477
ESV_30	ESV_106	0.3609
ESV_30	ESV_412	-0.4566
ESV_30	ESV_859	-0.3778
ESV_30	ESV_1298	0.3813
ESV_30	ESV_1488	-0.432
ESV_30	ESV_2456	0.454
ESV_30	ESV_3149	0.3741
ESV_30	ESV_3498	-0.462
ESV_30	ESV_4082	0.3686
ESV_30	ESV_7279	0.3407
ESV_31	ESV_78	0.5038
ESV_31	ESV_96	0.4357
ESV_31	ESV_122	0.5406
